AssetCode,MonthID,Amount
avpf30318,202407,164958.32
poinoef28217,202402,467762.44
granr80920,202408,671301.52
wesls80124,202401,796402.86
cornona32832,202502,761038.29
corpp85306,202403,615063.56
coronponce30030,202405,391659.73
hofbb76126,202402,374084.52
ridvoef76116,202410,367266.21
parlcbre33615,202402,398222.75
benb43004,202501,411103.02
corlc75039,202402,695773.19
corsb75035,202402,535761.99
cortlm32746,202502,443031.66
shend30324,202404,575094.89
oveda32118,202408,291010.71
powgr43065,202401,543316.15
lantcB75013,202404,462702.88
sanbcbre85226,202410,402356.99
cornd28210,202407,504270.83
villp1oef30080,202401,520800.93
corn37209,202403,629360.62
parbre2830076,202401,952975.85
cormc28262,202406,433195.06
corwe75229,202502,1004173.79
bat1b30339,202404,421970.59
belv75025,202402,1064764.23
cortlm32746,202412,408354.56
corco34747,202407,722629.18
sunr43219,202407,269325.14
tradw77064,202402,500939.46
corri33578,202404,396175.76
jeflbre230062,202403,554692.66
covbbbre33716,202409,722456.47
luxscr77584,202501,565171.39
powgr43065,202405,562704.43
granr80920,202412,639929.68
corl33612,202502,832367.86
corwvill275204,202406,14338.75
corb37209,202406,564544.45
cors30350,202407,383982.25
corn37209,202410,642670.09
inkwg77084,202403,457954.07
corbs78744,202404,511677.77
coralamst280223,202410,7608.48
wrenn28216,202402,481986.23
corbc27701,202409,562617.17
ligw77064,202405,491040.73
belv75025,202501,996826.91
v627604,202407,472190.89
jamsbre30043,202501,605598.23
CorcM27519,202402,319799.55
vishccbre75063,202410,761773.08
norh77433,202407,556224.54
covri80233,202410,371599.05
artp75034,202406,548234.82
porpgs233409,202502,809773.91
oveda32118,202405,281187.92
lantcB75013,202407,468121.98
corsc85750,202410,261908.05
3131oef30033,202407,413089.91
corsc85750,202409,261577.74
capcwbre228273,202401,412103.40
corf80020,202502,604111.77
lexbre30004,202407,663175.08
corsk33177,202412,1012394.79
praircv75080,202403,872390.11
allllbre32714,202410,902393.84
lakr43026,202407,183845.34
corrosscpCOMM22209,202411,0.00
cornona32832,202412,748503.86
corb280226,202411,574110.02
cormc28262,202401,396716.04
kinco33186,202501,1072767.52
abbl43110,202501,253655.93
attp77581,202405,203704.98
greho43016,202407,207601.23
cortm83642,202501,583869.93
corch75056,202412,433787.24
15777qoef75001,202411,701620.22
corasRH75002,202402,768242.10
retbcbre33510,202412,597293.68
presfbre278240,202405,585086.81
corbc27701,202411,565708.36
parbre2830076,202409,1047508.51
resal43110,202407,497146.63
avpfccbre76137,202411,332766.20
ves35205,202406,542639.33
jeflbre230062,202412,537083.65
lexbre30004,202409,676260.71
corna43054,202404,312469.39
hungl76021,202412,281298.75
ech30030,202404,673657.65
bat3b30339,202502,178951.94
atra80021,202404,495018.11
cors30350,202404,387591.31
Lagpa33196,202407,795422.10
atra80021,202411,494022.83
corsm85283,202412,678140.88
corlc85718,202404,1141618.26
porpgs133409,202403,896272.09
covri80233,202408,377494.69
hamrbre27713,202502,364222.45
corp885345,202408,574084.40
retbcbre33510,202408,602483.04
aurfrbre227614,202405,425583.08
corbc27701,202412,550889.88
bat2b30339,202408,505462.39
fairfccbre76137,202405,348479.06
corontheriv83712,202502,390777.80
cornona32832,202401,773548.00
stonvrcbre75063,202403,407768.94
corrn160654,202409,527807.51
cororoy75063,202403,776017.68
cords33442,202407,515332.35
greho43016,202409,207304.44
hamrbre27713,202403,397178.10
15777qoef75001,202412,694822.29
parcbre285016,202403,256350.80
fairfccbre76137,202411,355382.65
Lagpa33196,202402,802914.57
wrenn28216,202502,449397.93
courv85008,202412,605960.48
becpbre75038,202501,622449.03
corr22209,202402,1024738.80
15777qoef75001,202501,690638.71
granr80920,202406,627353.60
villp2oef30080,202402,353584.11
v627604,202403,480343.22
cords33442,202408,525348.72
corlc75039,202502,649838.01
ech30030,202405,669318.74
corro77019,202501,439654.81
stonbcHL76039,202401,774675.92
porpgs133409,202409,896360.50
corhiTL27519,202405,462545.38
galcbre33615,202406,551435.89
parcbre285016,202401,247788.78
corjp32822,202502,608042.70
coraddass30350,202408,297461.49
lexbre30004,202403,660564.02
corwpwarba33401,202402,561574.03
corsf33619,202501,537666.18
allllbre32714,202411,904840.81
arlingapt22209,202501,429062.24
corhiTL27519,202410,471205.49
purcoc78748,202407,411919.40
corsm85283,202403,682495.78
garvbre75287,202406,760455.04
corpp85306,202407,582236.93
corpc22202,202402,963120.03
watecbre230062,202405,869921.41
jeflbre230062,202501,532648.67
vizcbre77084,202410,437884.90
corwn37209,202404,747737.85
corrn160654,202408,528573.50
islcbre33615,202407,669945.17
porpgs133409,202412,899009.74
corrosscpCOMM22209,202501,0.00
hamrbre27713,202402,399610.55
esttaara80234,202409,867453.77
citfoef80021,202411,443595.15
attp77581,202402,197898.67
sovpr75035,202406,594985.19
becpbre75038,202408,633681.60
corhiTL27519,202412,463338.16
maslcbre77407,202410,430134.62
cosaoef233782,202401,397432.94
corco34747,202405,695143.69
corp885345,202409,575538.23
corpp85306,202502,557052.56
coruptala32701,202408,583736.75
bat3b30339,202408,194640.89
cords33444,202403,680247.60
corhc33025,202411,582696.69
huncoef28262,202502,346112.14
corrn160654,202405,264924.39
sanbcbre85226,202401,391772.75
balof80205,202404,641410.37
luxscr77584,202406,611247.85
granr80920,202410,648403.10
corr78730,202407,734741.66
sixty76116,202405,336293.67
granr80920,202405,629655.28
corrosscp22209,202402,1304633.68
parwa78216,202404,538367.97
sola27519,202409,411099.51
sunri85704,202401,371332.17
abbl43110,202403,253577.89
praircv75080,202407,875443.72
avr30354,202409,248717.92
corbawarba33764,202402,893586.21
corhp85233,202404,660260.97
peypa43026,202404,181871.35
corn37209,202412,652332.77
CorcM27519,202405,320655.36
cornona32832,202405,754039.73
islcbre33615,202501,692376.70
norsu43074,202402,366156.48
corci34787,202404,680760.53
corpn80917,202402,470448.83
casli85704,202409,223456.17
corr78730,202405,720213.99
rialbre75010,202502,451396.07
coronponce30030,202403,376949.43
tow2885016,202408,31148.84
cororTL27612,202410,331429.00
clubc77095,202404,347786.61
sovbbre28262,202407,399845.24
venr77469,202501,415705.84
cormidmia33137,202407,1179251.73
founHMC76039,202402,409093.47
tow2885016,202502,40103.00
corf80020,202501,607875.95
artp75034,202411,539034.02
corp30342,202410,229036.99
corpb30305,202412,426684.43
corn37209,202409,642610.65
sovc77494,202402,506579.15
arlingapt22209,202409,250146.74
maslcbre77407,202408,427249.14
balof80205,202411,596798.78
cormilld255415,202403,0.00
corrosscp22209,202502,1366856.73
corsc85750,202412,254673.54
15777qoef75001,202404,652601.95
echl30092,202412,494115.06
corro77019,202412,439090.68
norsu43074,202404,362218.44
poinoef28217,202407,452280.71
corwbbre233437,202412,584560.77
stonvrcbre75063,202501,391611.14
lakgpbre280239,202401,760676.94
corgv80249,202409,554994.00
dechighlands,202406,655889.84
belv75025,202405,1013027.45
poinoef28217,202501,432652.37
corr78730,202406,725912.76
virbre30033,202406,772249.74
corrn260654,202407,253.00
atra80021,202502,495503.32
cornd28210,202409,490656.55
corho33020,202411,773979.86
norsu43074,202502,359679.30
bowbnbre233616,202501,1360151.14
corsk33177,202501,998664.54
becpbre75038,202407,640874.11
inkwg77084,202411,441111.36
corar85042,202405,342630.58
corsk33177,202502,980603.14
adwr75078,202410,543774.54
chel8oef30096,202412,812059.96
poinoef28217,202412,448586.58
parlcbre33615,202501,392099.11
harlhbre232707,202411,644285.72
corwe75229,202403,1057130.52
arrsbre285308,202405,645053.50
sovbbre28262,202406,395714.78
ams75034,202501,572732.19
echl30092,202409,497887.51
norsu43074,202401,367509.99
lexbre30004,202404,664126.74
watbre278748,202403,509764.11
sovbbre28262,202502,390444.91
praircv75080,202405,876562.86
stonbcHL76039,202407,768637.79
vers32771,202407,586998.22
corhp85233,202411,638427.66
avps30318,202407,138732.74
chh37013,202502,409734.53
abbl43110,202402,251520.69
olean30329,202409,666003.23
bat1b30339,202410,381396.37
cormilld255415,202404,0.00
covbbbre33716,202407,720462.15
villp3oef30080,202403,713658.06
avr30354,202501,234510.33
corhcoef34741,202409,503013.03
fairfccbre76137,202502,336731.02
purlv75039,202502,524959.52
corasRH75002,202410,774344.11
avps30318,202401,125533.46
corww33578,202501,321804.13
corbs78744,202411,487660.98
cormilld255415,202412,0.00
bat3b30339,202407,198514.67
peypa43026,202408,176867.78
galcbre33615,202501,543114.48
stratpcr75034,202409,408217.95
corml75204,202407,682410.47
inkwg77084,202402,452808.50
bat1b30339,202501,383105.66
dowbe80226,202409,312697.10
adwr75078,202411,537450.64
corbs78744,202408,497615.26
cors75035,202403,238916.24
artp75034,202407,547591.15
hofbb76126,202412,364012.45
luxscr77584,202403,599283.89
dowbe80226,202406,326418.99
corsv75035,202411,462369.47
presfbre278240,202408,587361.28
porpgs133409,202408,893857.56
corlc85718,202408,1141411.61
corse28203,202406,544252.99
bat1b30339,202409,400086.16
avps30318,202405,136100.79
cormckinney75201,202501,672841.08
uncbre228262,202410,429108.35
5thous75244,202410,526036.89
puret78261,202403,587018.01
avpfccbre76137,202410,329784.33
uncbre228262,202406,455284.02
corlc85718,202405,1150238.46
powgr43065,202502,561536.99
villp1oef30080,202409,522332.85
corhcoef34741,202412,488650.76
emepa43081,202402,315482.60
porpgs133409,202407,881845.69
citfoef80021,202401,448184.00
corpc22202,202404,953428.20
sovc77494,202401,501539.90
attbre30022,202408,486877.47
peypa43026,202402,180482.55
atra80021,202501,503079.66
corri33578,202410,569246.22
corwn37209,202409,783983.58
sovpr75035,202405,590574.75
corga33782,202406,604638.17
bowbnbre233616,202403,1311447.90
cortm83642,202411,581665.98
hungl76021,202406,318758.44
puret78261,202404,584452.00
hampl33196,202403,581031.22
cortv30106,202403,450128.99
presahB75093,202404,574527.70
sunr43219,202408,253783.88
corsm85283,202406,710032.78
exchnhyld30341,202412,741930.58
covccbre80231,202407,703242.03
avr30354,202404,230703.99
puret78261,202408,575424.39
sarpmoef28105,202402,538766.82
vishccbre75063,202502,708509.75
cors75035,202407,361357.67
cormilld155415,202403,531855.31
cors75035,202409,389629.59
atra80021,202401,487956.75
corrosscpCOMM22209,202502,0.00
sovc77494,202412,504471.71
bat3b30339,202404,193826.38
coraddass30350,202404,313242.82
cororoy75063,202409,803952.36
corscottm85259,202402,242007.66
cormc28262,202403,410371.93
Lagpa33196,202412,766769.29
villp3oef30080,202408,701193.63
huncoef28262,202409,374323.08
corwvill275204,202404,-1137.50
havr34747,202502,532766.26
kinco33186,202410,1039334.10
corr78730,202404,714146.97
pinuhHL85050,202501,474570.28
coruptala32701,202502,570857.30
covccbre80231,202410,713035.83
lakgpbre280239,202501,761811.33
abbl43110,202410,253274.31
sovpr75035,202410,570128.00
sunri85704,202411,401072.71
ams75034,202502,553114.39
lantcB75013,202501,442301.97
adwr75078,202405,535302.08
cords33444,202408,675135.95
capcwbre228273,202412,376274.55
vers32771,202408,585988.94
artp75034,202502,541902.16
capcwbre228273,202411,388046.02
pasbc78738,202404,421868.78
benb43004,202407,412157.56
corsk33177,202404,1015242.83
copscbre77041,202403,525720.88
corbc27617,202412,426379.75
watbre278748,202406,492752.18
alngbre75063,202401,953339.70
avr30354,202401,203152.18
chel8oef30096,202407,850886.14
cororTL27612,202412,326017.88
harlhbre232707,202402,656418.04
corrockrim80919,202405,185916.42
aubg30312,202411,287463.45
wrenn28216,202412,463664.69
cormilld255415,202502,0.00
av27604,202404,495121.80
coralamst180223,202501,447251.49
powgr43065,202403,550370.67
corrn160654,202410,524905.50
dompp30326,202409,552968.12
ves35205,202412,519176.09
corwe75229,202501,1001405.22
corf80020,202412,606959.78
brisoef75056,202409,496391.63
cornd28210,202401,525896.82
corna43054,202403,315349.79
av27604,202409,481442.03
inkwg77084,202404,438802.94
corwi30004,202408,501939.67
cortm83642,202403,582935.42
spc30092,202502,318799.20
lakgpbre280239,202405,798271.66
cornona32832,202406,752477.47
parcbre285016,202402,255456.91
corhc33025,202501,579112.95
presfbre278240,202402,580920.30
15777qoef75001,202406,704138.61
corwe75229,202405,1043852.61
pasbc78738,202407,411632.83
Corb85016,202407,666311.19
corwn37209,202407,787235.02
oveda32118,202411,292098.77
corf80020,202403,598104.81
attfm75201,202412,383864.56
corwbbre233437,202401,570204.31
esttaara80234,202411,883406.52
kinco33186,202407,1016408.80
Lagpa33196,202411,782821.61
avf75219,202408,673134.09
corub33428,202406,1283005.32
becpbre75038,202405,642734.88
cords33444,202410,674827.91
corsf33619,202405,573288.61
allllbre32714,202407,942015.66
sixty76116,202403,340405.78
citfoef80021,202405,439659.97
corsm83642,202405,525961.95
cormilld155415,202408,541532.17
wesls80124,202404,758613.06
tradw77064,202406,519474.16
copscbre77041,202501,518362.97
cosa33782,202502,617794.19
cords33444,202407,673574.34
colpo80206,202409,375770.78
corprovitp76015,202408,784154.02
parlcbre33615,202407,391479.86
corprovitp76015,202501,756059.15
Corb85016,202408,657649.77
purlv75039,202403,557359.34
shend30324,202409,573831.81
lake43147,202405,276505.54
powgr43065,202402,544959.82
corjc30005,202405,809248.28
cors30350,202410,397044.51
jamsbre30043,202410,621506.85
sarpmoef28105,202403,523525.64
corwpwarba33401,202502,645942.84
corsk33177,202410,1028185.52
kinco33186,202405,991865.81
corci34787,202402,659968.78
corontheriv83712,202410,411381.75
avr30354,202502,231067.79
islcbre33615,202406,681764.96
cormilld255415,202409,-20219.24
cormc28262,202405,436746.84
wrennl28216,202405,70218.37
islcbre33615,202412,689025.86
berpnabre243054,202402,301786.34
cororTL27612,202501,319278.90
alngbre75063,202404,972239.64
resal43110,202501,511162.46
wrennl28216,202411,319641.95
oveda32118,202412,280882.38
arrsbre285308,202407,643064.54
ridvoef76116,202407,376180.93
coraddass30350,202501,304508.37
jefc43004,202401,324195.88
cosaoef233782,202412,387071.87
covccbre80231,202403,706939.09
corrosscp22209,202410,1392106.98
CorcM27519,202412,308665.56
corww33578,202411,294101.35
stonbcHL76039,202403,781708.27
avps30318,202403,138549.17
corsv75035,202412,468312.82
villp4oef30080,202404,1038094.69
dechighlands,202407,658233.78
coruptala32701,202410,554874.38
chh37013,202501,429107.84
olean30329,202403,655703.05
corpb30305,202411,289582.63
hungl76021,202405,310439.61
corch80203,202402,393755.44
flatwhbre78245,202402,309852.58
lantcB75013,202408,470539.87
jeflbre230062,202404,559312.78
stonbcHL76039,202412,752978.93
sev30329,202402,570799.29
lints76021,202406,1404824.66
poinoef28217,202406,454380.28
corna43054,202502,321246.47
legpt77084,202409,324487.76
founHMC76039,202501,394344.51
ech30030,202502,623054.19
corjc30005,202404,810967.34
corr78730,202501,707326.42
brisoef75056,202408,498560.70
poinoef28217,202405,462342.41
arlingapt22209,202402,90305.57
jefc43004,202406,308706.36
cortlm32746,202402,465203.38
resal43110,202412,509519.31
luxscr77584,202405,596667.71
corwbbre233437,202501,584706.22
legpt77084,202402,313423.76
avf75219,202411,619854.07
corjp32822,202501,603749.07
cornd28210,202408,498402.74
corpn80917,202405,468958.42
corasRH75002,202408,787421.77
adwg32821,202401,781404.22
corontheriv83712,202411,403643.76
on80920,202411,260104.11
adwg32821,202409,740673.39
attp77581,202412,211174.14
attbre30022,202501,478572.44
cortv30106,202405,444733.45
gatplhmc33025,202411,607177.08
corwvill175204,202501,537365.73
corct76123,202501,481166.47
corlc75039,202406,692045.32
broadwcHL77573,202410,508957.75
corn37209,202406,644830.81
jefc43004,202501,323650.78
corpp85306,202412,574142.32
adwg32821,202407,782539.10
corsf33619,202404,566412.51
coronponce30030,202404,394696.43
corri33578,202405,402567.85
hil30342,202407,497059.39
shend30324,202410,568854.81
exchnhyld30341,202407,768140.47
brisoef75056,202407,503837.57
corub33428,202501,1309527.11
corco34747,202406,717320.43
lakgpbre280239,202402,765462.73
barmlbre32703,202501,1059484.33
purcoc78748,202502,369701.32
venr77469,202403,414315.92
dowbe80226,202411,334033.27
granr80920,202401,658470.84
attfm75201,202404,390738.13
fosc76137,202408,584081.42
cormilld255415,202408,1055.70
corww33578,202406,327293.86
lakr43026,202502,187906.84
colpo80206,202403,366426.75
corrosscp22209,202409,1240467.07
citfoef80021,202410,442361.13
corbawarba33764,202408,887016.04
alngbre75063,202412,962693.08
corct76123,202408,490198.06
harlhbre232707,202410,660532.60
lantcB75013,202403,473198.38
copscbre77041,202402,523873.43
chel8oef30096,202403,838771.29
parcbre285016,202502,264746.29
sunri85704,202407,399648.55
adwg32821,202408,774327.76
covbbbre33716,202408,721705.65
covccbre80231,202411,696220.49
presfbre278240,202403,573304.30
corar78759,202412,515141.63
huncoef28262,202404,375962.72
corwi30004,202407,498493.49
dowbe80226,202402,332207.14
corlo85704,202502,462772.40
presahB75093,202403,577883.29
v627604,202412,409504.63
bat1b30339,202405,419902.12
cormlc75204,202407,22634.07
corhc33025,202502,588128.18
poroef30096,202402,701668.91
maslcbre77407,202402,431376.24
attbre30022,202404,491209.90
norsu43074,202411,373905.25
artp75034,202402,557696.94
praircv75080,202402,865884.84
aubg30312,202405,278445.96
lakgpbre280239,202409,780665.43
cornona32832,202404,760303.19
corci34787,202501,624769.79
corwpwarba33401,202411,628933.19
cormidmia33137,202405,1132747.64
avr30354,202405,243293.53
villp3oef30080,202501,683191.45
cormilld155415,202407,545562.84
lakr43026,202410,192297.02
founHMC76039,202401,411062.24
cororoy75063,202402,770012.84
dompp30326,202502,484915.49
bat3b30339,202401,191877.47
powgr43065,202406,563018.24
rialbre75010,202408,479113.66
atra80021,202409,498350.23
3131oef30033,202406,407782.45
corwbbre233437,202402,581671.49
norsu43074,202403,368908.84
sovc77494,202404,500267.44
sola27519,202502,396746.35
on80920,202403,254497.71
attbre30022,202412,473138.60
corwbbre233437,202410,577089.19
stonbcHL76039,202406,763528.75
corbc27617,202410,398857.67
corsv75035,202409,488304.14
CorcM27519,202409,306104.37
corct76123,202502,489320.15
corch80203,202408,383945.19
coralamst180223,202404,461937.20
hil30342,202501,508572.14
garvbre75287,202404,757668.76
attfm75201,202401,373069.83
corco34747,202501,709071.31
corpn280915,202502,312080.64
regoef28211,202406,250501.59
bowbbre233616,202407,1073552.92
estspmbre278748,202404,637208.37
corci34787,202407,699094.03
corp30342,202411,231215.30
sixty76116,202401,351487.62
huncoef28262,202401,374376.13
uncbre228262,202401,482938.71
cor2580534,202410,421701.05
balof80205,202403,634866.14
stratpcr75034,202401,393138.46
corbc27701,202404,579810.08
cormilld255415,202405,16553.92
corrosscpCOMM22209,202409,-131602.82
corwvill275204,202412,0.00
corhcoef34741,202405,511022.69
virbre30033,202404,784207.57
havr34747,202401,577158.10
hampl33196,202408,648850.48
vizcbre77084,202406,440732.18
bat2b30339,202401,477069.87
olean30329,202406,683655.26
belv75025,202412,1043212.56
cornl22202,202502,707883.11
corsf33619,202409,559635.50
coraddass30350,202412,300332.85
tow2885016,202405,26705.76
poinoef28217,202403,453318.80
adwr75078,202402,522590.94
corrockrim80919,202410,201265.61
covri80233,202407,363995.60
bowbnbre233616,202502,1358342.02
purlv75039,202409,545289.91
corhp85233,202501,639563.36
cortv30106,202402,446605.77
mintui180246,202405,299043.24
corar78759,202501,504130.65
barmlbre32703,202406,1118536.86
corsb75035,202406,542394.93
corjc30005,202406,810081.95
fosc76137,202405,598623.44
broadwcHL77573,202502,499238.12
Corb85016,202409,658958.90
dompp30326,202410,509933.55
abbl43110,202401,241815.29
corbs78744,202412,493967.23
cormc28262,202501,487895.39
wrennl28216,202402,29863.56
norh77433,202410,573165.33
jamsbre30043,202405,635668.01
coronponce30030,202411,435634.99
cortv30106,202404,438524.02
puret78261,202501,561835.79
aurfrbre227614,202412,409708.90
eccoo32806,202409,574292.38
mintui280246,202411,410479.84
on80920,202406,275093.51
corjp32822,202411,589618.76
cors30350,202401,383441.23
corwpwarba33401,202408,572152.01
gatplhmc33025,202405,656708.47
sunpo43074,202408,246472.03
hil30342,202409,502986.22
luxscr77584,202407,589068.66
casli85704,202502,221395.11
benb43004,202412,394306.02
3131oef30033,202403,424586.39
corri33578,202407,464411.43
sunr43219,202411,260447.61
corga33782,202407,594126.74
luxscr77584,202412,580308.02
sunpo43074,202410,246104.98
corwvill175204,202412,533203.50
allllbre32714,202405,941221.83
corwpwarba33401,202403,585833.70
parwa78216,202402,543451.95
wrenn28216,202401,464339.34
corml75204,202501,636010.51
corlo85704,202408,500952.88
sunri85704,202410,405402.53
bat1b30339,202408,409257.63
corwvill275204,202402,-23661.25
eccoo32806,202401,573668.48
corbawarba33764,202411,863717.04
corpn280915,202402,120034.16
oveda32118,202501,270309.39
corpn80917,202406,445231.49
dowbe80226,202502,334539.27
lakr43026,202405,185665.63
corse28203,202502,515988.56
ams75034,202411,594350.76
cords33442,202501,507676.90
corwbbre233437,202404,570571.94
brook43068,202502,265694.04
venr77469,202401,416320.27
luxscr77584,202410,591758.39
vilc77054,202407,453310.18
corn37209,202501,645781.59
corsf33619,202401,569650.98
berpnabre243054,202407,316082.90
brisoef75056,202402,489073.88
corub30342,202402,289271.74
adwg32821,202406,789163.62
hamrbre27713,202409,374641.40
avf75219,202404,634850.70
corwe75229,202406,1035922.76
corse28203,202404,564117.04
corbawarba33764,202406,863543.95
corsv75035,202501,466038.10
villp2oef30080,202403,354123.92
olean30329,202401,655993.36
corprovitp76015,202403,788073.66
echl30092,202411,496631.44
coraddass30350,202410,298719.92
corprovitp76015,202405,777461.98
arrsbre285308,202402,664107.00
gatplhmc33025,202408,638568.04
CorcM27519,202501,297801.50
watbre278748,202404,507411.51
corub30342,202502,276922.45
cor2580534,202407,451266.97
corpp85306,202501,561398.75
brisoef75056,202410,490763.37
corww33578,202403,332097.88
greho43016,202402,205922.95
corp30342,202403,233339.82
vers32771,202411,588397.37
lakgpbre280239,202404,817537.63
purlv75039,202411,543979.53
corpc22202,202501,1171581.59
covri80233,202402,363959.60
corpn280915,202405,212721.75
cornd28210,202502,491741.48
corwn37209,202405,779149.38
corf80020,202404,607082.48
corsc85750,202411,258722.27
coruptala32701,202404,541727.95
cororTL27612,202401,322124.85
av27604,202502,469798.20
jamsbre30043,202502,610529.64
vers32771,202403,598364.35
corhp85233,202412,646223.47
Corb85016,202410,677835.22
corml75204,202412,645520.12
avpf30318,202501,155184.46
15777qoef75001,202408,718526.22
villp1oef30080,202411,508413.59
parwa78216,202403,539289.53
corb280226,202501,566669.25
tradw77064,202401,511474.75
corbs78744,202401,499264.52
CorcM27519,202401,312397.80
stonvrcbre75063,202409,401237.56
garvbre75287,202401,737330.57
legpt77084,202501,322230.31
corbc27701,202501,531954.63
cororoy75063,202502,764212.22
bracm78209,202401,452623.32
cors75035,202408,392391.79
flatwhbre78245,202406,301485.01
sev30329,202401,562150.41
corar85042,202410,322356.33
cortv30106,202407,461373.42
avscr77584,202406,511440.45
norsu43074,202406,362603.20
corlo85704,202405,489762.92
corml75204,202404,628916.44
oveda32118,202401,284488.14
cormckinney75201,202409,695843.24
luxscr77584,202402,583524.65
astpoef30096,202411,446143.86
av27604,202405,505199.00
purcoc78748,202406,414477.02
hamrbre27713,202406,400410.79
sunr43219,202405,264123.67
villp4oef30080,202412,1001528.02
coralamst180223,202412,423343.30
mintui280246,202404,411697.65
sorpp27560,202405,419517.08
wrennl28216,202502,364498.56
retbcbre33510,202402,626869.02
corontheriv83712,202404,390946.62
jefc43004,202409,312755.22
garvbre75287,202412,709964.31
havr34747,202409,563744.23
cormc28262,202409,471333.86
sunri85704,202409,400759.92
cords33442,202404,520579.01
corhiTL27519,202401,444839.57
jefc43004,202412,327400.30
corsm85283,202407,698147.47
cortv30106,202412,440002.59
cornona32832,202409,743145.06
corprovitp76015,202502,751188.91
virbre30033,202407,771326.95
bowbnbre233616,202402,1327212.64
corsm83642,202406,518640.68
hofbb76126,202404,365506.37
arbsbre27713,202501,468909.13
corse28203,202402,540347.84
av27604,202402,499333.39
ams75034,202403,618170.47
legpt77084,202412,323907.50
corwvill175204,202404,462780.83
fairfccbre76137,202404,352362.50
mintui180246,202502,259693.50
corch80203,202403,383586.67
corbs78744,202409,498650.58
Corb85016,202402,679550.69
benb43004,202404,394983.78
arlingapt22209,202502,431014.04
exchnhyld30341,202404,776117.73
sovc77494,202409,500273.76
dechighlands,202402,694566.89
artp75034,202501,539589.26
cors30350,202501,383828.30
virbre30033,202405,770572.13
corsk33177,202402,1027348.86
rialbre75010,202407,477205.52
bat3b30339,202403,191321.95
estspmbre278748,202402,646837.21
corub33428,202410,1321613.43
adwr75078,202404,522250.37
benb43004,202405,402495.44
corsc85750,202404,251039.34
watbre278748,202401,502691.30
sanbcbre85226,202411,401944.75
esttaara80234,202410,868809.14
cormidmia33137,202402,1112568.09
olean30329,202411,637542.50
cormckinney75201,202411,717841.20
greho43016,202403,203504.35
corrockrim80919,202412,202537.06
puret78261,202405,587942.80
corp30342,202409,235139.93
villp3oef30080,202410,709284.88
ridvoef76116,202401,372903.87
sola27519,202407,406578.40
corpp85306,202402,583342.74
founHMC76039,202410,403103.61
spc30092,202412,323965.36
covri80233,202501,353933.48
corcg33896,202404,439141.77
vers32771,202405,603526.86
fairfccbre76137,202410,354044.16
corhiTL27519,202404,454932.52
rialbre75010,202411,457113.66
aurfrbre227614,202402,426497.32
Lagpa33196,202410,791951.81
corlc75039,202404,684866.67
brisoef75056,202412,467146.71
uncbre228262,202407,461593.87
colpo80206,202407,385533.90
cors75035,202405,304713.00
corrosscp22209,202501,1406172.79
avf75219,202403,626967.91
cormilld155415,202412,526859.67
sixty76116,202411,325488.98
lake43147,202401,276849.79
becpbre75038,202502,623275.08
mintui280246,202405,421952.97
hampl33196,202411,627417.88
corub30342,202408,280844.25
corpn280915,202412,310319.89
villp3oef30080,202502,696080.26
corci34787,202409,691888.81
exchnhyld30341,202402,787416.69
cortlm32746,202406,412199.20
dompp30326,202404,527646.83
corf80020,202406,623131.94
arrsbre285308,202412,628750.81
courv85008,202502,602659.85
poinoef28217,202404,458396.92
purlv75039,202402,563699.97
cosa33782,202408,607649.13
sorpp27560,202404,428588.08
cormilld255415,202410,0.00
uncbre228262,202404,477120.40
corn37209,202401,630706.90
rialbre75010,202401,470963.14
maslcbre77407,202409,438877.43
corlo85704,202407,494343.49
purcoc78748,202405,412360.16
corsm85283,202408,701535.18
galcbre33615,202407,534080.32
corct76123,202411,480505.60
gatplhmc33025,202402,645205.15
cosa33782,202411,599708.45
CorcM27519,202406,320031.39
15777qoef75001,202502,686450.70
corar85042,202401,325814.38
corhp85233,202410,657102.96
avr30354,202403,226213.30
alngbre75063,202407,998022.27
corwpwarba33401,202412,630500.91
kinco33186,202402,994006.58
greho43016,202412,209288.28
corhcoef34741,202410,509848.46
venr77469,202402,427440.47
havr34747,202411,536419.64
vers32771,202409,572406.66
legpt77084,202401,312762.29
praircv75080,202404,886012.41
brook43068,202407,250486.04
capcwbre228273,202405,420228.72
corf80020,202402,601946.62
cormlc75204,202501,0.00
covccbre80231,202405,702873.60
shend30324,202401,557744.09
sovc77494,202408,511074.25
cormckinney75201,202407,755595.16
villp2oef30080,202502,378306.95
sunpo43074,202501,245519.66
purcoc78748,202402,399149.65
huncoef28262,202403,376289.01
attbre30022,202406,482659.99
sixty76116,202407,336103.19
corwpwarba33401,202405,576712.67
dowbe80226,202403,323937.58
corar78759,202411,522714.83
avps30318,202410,135923.51
corch75056,202410,419004.76
hungl76021,202411,303989.23
ech30030,202401,669948.91
corhiTL27519,202407,464007.04
luxscr77584,202502,560338.68
lints76021,202405,1381762.92
purcoc78748,202409,377488.79
bowbbre233616,202502,1069861.25
retbcbre33510,202404,596000.86
corsm83642,202404,533680.58
presahB75093,202501,571235.01
praircv75080,202401,862102.87
parbre2830076,202410,1049777.99
allllbre32714,202403,944429.84
hamrbre27713,202411,366050.54
coraddass30350,202502,311461.61
corn37209,202402,619404.28
cororTL27612,202409,327889.52
lakgpbre280239,202407,803356.88
corpn80917,202502,428973.01
tow2885016,202403,39791.21
