AssetCode,MonthID,ActualAmount,BudgetAmount
citfoef80021,202410,442361.13,477216.32
cors30350,202401,383441.23,389388.28
cornl22202,202409,748983.43,700956.37
coruptala32701,202409,567206.38,618462.34
copscbre77041,202407,535282.05,519107.59
cormilld155415,202409,523896.08,526995.25
watecbre230062,202402,870272.81,873407.50
abbl43110,202404,253554.58,253889.46
corsb75035,202402,535761.99,543397.32
corsc85750,202501,258976.96,258976.96
cors30350,202407,383982.25,390611.23
bowbbre233616,202407,1073552.92,1054023.21
hofbb76126,202502,365615.54,319757.04
cormlc75204,202402,0.00,0.00
corbawarba33764,202412,868222.80,0.00
corch75056,202501,435935.01,435935.01
lexbre30004,202402,655930.57,644254.71
avps30318,202410,135923.51,136926.00
sunpo43074,202402,251352.41,245129.60
stonbcHL76039,202406,763528.75,770095.71
ridvoef76116,202401,372903.87,374242.87
arlingapt22209,202409,250146.74,648344.21
corar85042,202403,338828.37,347721.41
cornona32832,202410,768761.45,757356.65
sovc77494,202407,499179.92,510506.01
avpfccbre76137,202502,325858.70,337234.10
avps30318,202404,148187.63,136926.00
cormilld155415,202406,554044.67,530898.02
olean30329,202402,664850.71,673154.45
Lagpa33196,202407,795422.10,821763.59
copscbre77041,202404,524947.91,519687.86
berpnabre243054,202402,301786.34,296435.87
coruptala32701,202412,551688.17,632481.85
cords33442,202503,511755.48,515734.50
corho33020,202501,745012.54,745012.54
fairfccbre76137,202402,360245.11,359513.95
norh77433,202501,549863.14,545911.30
abbl43110,202407,257324.32,259848.44
echl30092,202411,496631.44,523439.33
capcwbre228273,202403,428010.33,424648.32
cors30350,202410,397044.51,389326.43
cormc28262,202501,487895.39,487895.39
corsm85283,202502,661298.30,671677.55
watecbre230062,202405,869921.41,887389.90
courv85008,202501,614907.74,614907.74
parbre2830076,202501,1028492.93,1018767.82
corbawarba33764,202409,884269.37,0.00
havr34747,202411,536419.64,591768.25
corpb30305,202503,294631.30,275949.15
corscottm85259,202407,274314.26,309020.72
corhp85233,202503,609023.43,631957.00
dismvbre285209,202410,599462.65,572669.32
dowbe80226,202502,334539.27,333119.86
arlingapt22209,202412,413811.72,661177.14
avps30318,202407,138732.74,136926.00
cornona32832,202407,734793.25,736588.12
corsb75035,202405,528105.40,536888.71
aurfrbre227614,202405,425583.08,415225.57
virbre30033,202406,772249.74,764621.55
stratpcr75034,202407,400033.60,419543.64
sovc77494,202410,504611.96,515235.34
lexbre30004,202405,657812.59,643271.38
berpnabre243054,202405,308822.29,298544.85
Lagpa33196,202410,791951.81,835721.54
sunpo43074,202405,242733.68,249061.64
corwe75229,202503,999458.68,1024400.31
corrosscpCOMM22209,202406,58868.69,0.00
granr80920,202410,648403.10,670096.07
artp75034,202406,548234.82,568039.82
corsm85283,202403,682495.78,677646.41
corwvill175204,202503,535035.53,541028.86
brook43068,202402,259807.50,253956.63
astpoef30096,202501,442673.25,442673.25
corri33578,202401,322107.10,405657.41
rialbre75010,202403,485662.14,478845.04
powgr43065,202404,561236.18,559231.50
artp75034,202412,533926.63,578559.57
sovpr75035,202403,589754.64,621746.42
bat1b30339,202501,383105.66,383105.66
corlc85718,202405,1150238.46,1108386.39
corml75204,202403,635615.71,658436.69
pasbc78738,202408,407757.68,468458.12
uncbre228262,202405,489130.49,492802.30
kinco33186,202409,1030812.85,1059749.05
corlc85718,202411,1132956.49,1134664.44
tow2885016,202408,31148.84,39736.18
wesls80124,202403,772914.12,783529.62
arrsbre285308,202407,643064.54,654238.41
harlhbre232707,202401,652443.04,690196.86
parlcbre33615,202503,386084.50,382907.38
arrsbre285308,202401,660371.08,652616.13
corrosscpCOMM22209,202409,-131602.82,0.00
vishccbre75063,202401,758434.49,772193.08
virbre30033,202409,776420.41,739171.67
bat3b30339,202502,178951.94,179662.34
corb37209,202403,548130.53,567947.69
tow2885016,202402,39365.27,38749.23
artp75034,202409,547550.45,573794.94
corhcoef34741,202402,514520.64,514860.24
venr77469,202412,414346.97,426537.97
norsu43074,202403,368908.84,362867.22
powgr43065,202407,560200.30,557897.80
corbc27617,202401,318297.98,404174.09
flatwhbre78245,202502,277735.43,274619.71
corwvill275204,202501,0.00,0.00
kinco33186,202412,1029492.22,1093690.56
corlc85718,202408,1141411.61,1121777.14
rialbre75010,202406,480646.06,480965.41
corct76123,202501,481166.47,481166.47
cormidmia33137,202502,1145278.35,1238450.03
uncbre228262,202402,476611.99,494400.95
cormilld255415,202402,0.00,0.00
brook43068,202405,259386.99,256245.79
covccbre80231,202410,713035.83,691094.37
arrsbre285308,202404,662177.65,653297.61
hungl76021,202503,294996.64,310714.51
corl33612,202501,863174.34,814778.92
porpgs233409,202501,821176.58,821176.58
tow2885016,202405,26705.76,39328.64
stratpcr75034,202503,385557.21,389923.77
virbre30033,202412,750492.22,721572.88
corri33578,202407,464411.43,600299.47
vers32771,202402,588489.78,599810.28
corml75204,202409,615193.39,667624.62
covbbbre33716,202407,720462.15,729923.10
sovpr75035,202409,563221.63,624158.51
sunri85704,202412,390467.47,406228.80
dompp30326,202406,555662.20,577219.25
avf75219,202502,621001.50,624038.42
uncbre228262,202411,448016.79,488906.39
powgr43065,202410,564028.38,566594.02
av27604,202405,505199.00,500339.48
lakgpbre280239,202410,817729.63,804787.56
poinoef28217,202405,462342.41,467580.13
bat2b30339,202502,462268.17,498323.23
cormd77004,202503,663880.48,723911.34
brook43068,202408,255467.55,263929.46
corsk233177,202409,515037.02,500651.61
corww33578,202502,318413.34,326670.70
corub30342,202403,289867.24,299844.37
pinuhHL85050,202406,490976.58,496279.82
corhiTL27519,202408,473018.13,0.00
corsv75035,202502,484182.02,496549.59
arbsbre27713,202503,454006.57,462723.58
inkwg77084,202412,443182.97,450144.24
ves35205,202407,517936.98,572061.00
corhiTL27519,202402,415436.25,0.00
chel8oef30096,202409,837419.50,860401.83
corhc33025,202502,588128.18,536033.83
garvbre75287,202412,709964.31,795200.10
corcg33896,202401,346695.97,344364.81
vers32771,202502,584593.79,574771.78
benb43004,202404,394983.78,409712.26
bat1b30339,202401,391652.21,414512.39
corcg33896,202407,532781.99,620971.72
corrn260654,202412,0.00,0.00
sovbbre28262,202412,371206.42,394298.21
cororoy75063,202401,744159.92,787610.02
watbre278748,202406,492752.18,509488.93
CorcM27519,202401,312397.80,326586.50
luxscr77584,202401,581358.29,579046.43
corse28203,202410,499076.29,580983.45
corna43054,202405,308822.29,298544.85
corrn160654,202501,519860.97,519860.97
cosaoef233782,202412,387071.87,394387.92
belv75025,202412,1043212.56,0.00
presfbre278240,202411,580551.02,600501.78
casli85704,202503,215435.85,222953.17
corcg33896,202404,439141.77,501966.27
porpgs233409,202401,841141.38,808770.18
garvbre75287,202409,748614.76,727882.14
corlc75039,202403,689325.81,689223.31
benb43004,202401,399363.92,406680.43
astpoef30096,202404,445074.19,451358.48
chel8oef30096,202412,812059.96,846130.84
harlhbre232707,202501,654101.76,648572.72
ves35205,202410,527490.85,569425.54
corontheriv83712,202502,390777.80,390777.48
av27604,202502,469798.20,459923.52
shend30324,202503,543613.43,557825.04
hamrbre27713,202403,397178.10,408458.80
corhiTL27519,202405,462545.38,0.00
corct76123,202404,511540.36,531062.41
cormidmia33137,202405,1132747.64,1169683.09
flatwhbre78245,202402,309852.58,298094.93
v627604,202401,481651.24,493309.22
watbre278748,202403,509764.11,505939.60
corpc22202,202503,1210054.31,1328124.86
corar78759,202406,530352.68,545417.88
corgv80249,202402,574138.53,596884.76
corch80203,202404,378672.00,400900.00
corpp85306,202411,592628.67,561038.41
corrn260654,202409,-759.00,0.00
coronponce30030,202411,435634.99,437303.34
CorcM27519,202404,319357.30,327231.02
cortm83642,202503,568832.88,593754.79
villp4oef30080,202410,1023304.53,1080419.56
cords33444,202403,680247.60,709033.66
attfm75201,202501,383518.59,383518.59
harlhbre232707,202502,650113.36,658195.41
fairfccbre76137,202403,363431.29,359674.99
dechighlands,202401,700929.36,720052.44
corcg33896,202405,494655.34,563148.31
corhiTL27519,202406,462076.80,0.00
abbl43110,202408,261799.34,261343.09
cors30350,202411,381334.74,388342.31
covbbbre33716,202411,740957.09,720590.61
corbs78744,202406,500923.94,500880.42
corcg33896,202411,549907.22,626475.08
cortlm32746,202502,443031.66,433245.27
benb43004,202410,405163.91,421062.87
bowbbre233616,202411,1067191.14,1026487.43
kinco33186,202503,1053723.25,1060826.42
CorcM27519,202403,314976.89,326765.39
cornona32832,202406,752477.47,744475.36
hil30342,202501,508572.14,508572.14
hungl76021,202412,281298.75,315738.99
pinuhHL85050,202401,496390.86,493481.96
Corb85016,202411,672237.41,682734.77
corco34747,202410,717741.68,0.00
islcbre33615,202401,712092.69,688036.02
ams75034,202407,600617.04,627136.02
presfbre278240,202503,565163.27,571605.51
Lagpa33196,202411,782821.61,838056.02
regoef28211,202409,248049.73,260762.72
brisoef75056,202403,499208.95,518852.52
corsv75035,202501,466038.10,466038.10
cors30350,202408,387849.41,390534.51
benb43004,202407,412157.56,415387.51
puret78261,202405,587942.80,589012.72
bowbbre233616,202408,1078118.24,1040386.23
corbs78744,202403,504837.73,506502.03
lints76021,202503,1421583.36,1401097.93
sanbcbre85226,202501,403679.53,403679.53
corhiTL27519,202409,475554.38,0.00
corcg33896,202408,544795.61,622519.10
hungl76021,202409,310083.09,312603.33
Corb85016,202408,657649.77,682047.10
ligw77064,202401,474147.66,468485.27
corp30342,202503,227661.52,226847.74
corco34747,202407,722629.18,0.00
aubg30312,202403,280579.12,264013.56
ams75034,202410,589751.79,636104.86
sixty76116,202409,334508.69,337089.60
alngbre75063,202408,970154.87,967360.49
abbl43110,202411,250372.53,264447.75
regoef28211,202406,250501.59,260297.48
huncoef28262,202408,383207.05,394296.94
cororTL27612,202502,319396.86,317891.13
colpo80206,202401,354611.12,360493.00
porpgs133409,202401,897488.05,899659.61
puret78261,202402,576869.04,585015.38
ech30030,202410,652786.61,688960.33
corbc27617,202402,344590.54,412668.03
corbc27701,202502,537197.02,575268.49
becpbre75038,202503,617732.00,624397.83
dechighlands,202407,658233.78,741077.78
hungl76021,202403,308225.73,302093.86
wrennl28216,202404,48413.98,93301.18
corho33020,202402,786083.41,822075.98
covbbbre33716,202405,712627.60,726080.71
corwvill175204,202411,531640.62,551171.71
maslcbre77407,202409,438877.43,425300.31
legpt77084,202503,328508.16,321881.62
cormidmia33137,202406,1134521.37,1176077.99
courv85008,202408,627741.91,639427.93
tow2885016,202502,40103.00,30418.30
islcbre33615,202407,669945.17,693803.95
corse28203,202408,499975.22,580086.45
ligw77064,202404,483528.28,469171.58
arrsbre285308,202501,632866.43,622977.90
sunr43219,202501,272308.12,272308.12
hungl76021,202406,318758.44,309286.80
sixty76116,202406,341472.97,346203.46
jamsbre30043,202412,598336.10,614582.26
huncoef28262,202411,379122.01,392268.18
alngbre75063,202405,956730.85,977432.15
belv75025,202410,1056520.54,0.00
oveda32118,202411,292098.77,304061.86
villp2oef30080,202402,353584.11,350385.35
corcg33896,202402,374667.30,377584.28
covbbbre33716,202408,721705.65,727410.08
parlcbre33615,202501,392099.11,392099.11
corbc27617,202405,322613.77,449921.35
artp75034,202501,539589.26,533496.85
maslcbre77407,202412,424263.15,425363.89
covccbre80231,202401,707643.61,721243.14
bat1b30339,202502,385040.29,385964.65
cormidmia33137,202403,1114538.36,1156148.67
dechighlands,202404,697094.79,730324.97
fairfccbre76137,202406,356725.58,371896.05
corscottm85259,202411,296649.37,314086.62
covbbbre33716,202402,762039.48,722124.40
courv85008,202405,611196.77,635876.31
wrennl28216,202401,7758.00,3147.05
corwvill275204,202407,-6165.50,0.00
corwvill275204,202410,0.00,0.00
5thous75244,202404,519572.96,0.00
cornona32832,202403,766630.89,744268.40
venr77469,202401,416320.27,410726.77
villp2oef30080,202405,368724.58,355899.52
oveda32118,202408,291010.71,296856.87
corsf33619,202502,536236.32,558123.12
corse28203,202411,497125.32,591740.23
islcbre33615,202404,688330.00,692551.00
sixty76116,202403,340405.78,343381.31
alngbre75063,202402,979258.07,977778.37
belv75025,202407,1073672.86,0.00
corse28203,202405,551531.34,555825.87
inkwg77084,202401,439242.33,443823.85
corwe75229,202412,1014129.42,1069894.95
bracm78209,202402,456540.35,452268.06
corbawarba33764,202408,887016.04,0.00
covri80233,202501,353933.48,353933.48
hamrbre27713,202404,386227.52,408825.68
resal43110,202409,504127.69,506295.33
dompp30326,202410,509933.55,565689.73
wesls80124,202407,800905.50,789061.30
villp1oef30080,202503,519690.47,521347.67
dompp30326,202404,527646.83,569718.71
v627604,202402,483289.75,493712.41
vers32771,202406,602535.13,602632.59
astpoef30096,202405,437958.79,453808.35
corlc75039,202502,649838.01,651167.71
corlc85718,202401,1086778.43,1047712.82
flatwhbre78245,202403,294237.83,288368.50
peypa43026,202404,181871.35,178773.23
cormidmia33137,202409,1167399.15,1222147.41
jamsbre30043,202502,610529.64,607333.95
capcwbre228273,202412,376274.55,421992.90
corub30342,202407,279451.91,299905.49
15777qoef75001,202407,713010.63,1135729.08
corwn37209,202403,754583.30,812129.33
av27604,202401,499293.58,496704.04
arrsbre285308,202411,632343.45,652655.58
artp75034,202402,557696.94,559680.14
corontheriv83712,202503,395849.71,392846.44
mintui280246,202501,401435.75,401435.75
villp4oef30080,202409,1030194.87,1081560.28
gatplhmc33025,202401,624428.38,0.00
dowbe80226,202501,324056.60,324056.60
cortv30106,202405,444733.45,470675.16
jefc43004,202402,322928.23,314234.32
resal43110,202406,483411.72,498795.90
wesls80124,202410,753439.46,792993.53
corbawarba33764,202405,880330.22,0.00
estspmbre278748,202502,592881.38,616336.91
vers32771,202403,598364.35,601644.16
dompp30326,202407,549949.64,577381.18
flatwhbre78245,202406,301485.01,297635.40
astpoef30096,202408,458355.88,457114.78
corscottm85259,202501,305955.81,305955.81
hamrbre27713,202407,395677.55,410277.77
poinoef28217,202406,454380.28,468034.70
corww33578,202503,321891.08,331893.82
15777qoef75001,202404,652601.95,713338.67
jefc43004,202405,324144.57,314844.68
sunr43219,202402,269992.48,262554.57
cords33444,202407,673574.34,709912.09
corub30342,202404,300222.03,300496.28
capcwbre228273,202409,389835.19,427598.73
sorpp27560,202402,429017.18,431186.16
berpnabre243054,202401,306889.78,296011.20
corwn37209,202406,770238.94,810205.18
cortv30106,202402,446605.77,470859.30
porpgs233409,202405,842321.05,815410.86
corwe75229,202409,1040212.79,1074175.79
villp4oef30080,202406,1034457.95,1068740.07
jeflbre230062,202402,564944.27,542647.32
avpfccbre76137,202501,330164.67,330164.67
corbs78744,202412,493967.23,488049.66
lantcB75013,202406,467108.60,473937.72
corr22209,202410,1100141.43,1436134.00
corf80020,202403,598104.81,612222.77
cororoy75063,202408,779222.12,759696.69
corrosscpCOMM22209,202402,68699.59,0.00
corp885345,202403,585655.53,598659.00
abbl43110,202402,251520.69,252224.31
resal43110,202403,492177.47,494655.10
bracm78209,202408,450537.43,446478.12
powgr43065,202406,563018.24,558034.33
corrockrim80919,202410,201265.61,218203.98
poinoef28217,202412,448586.58,469305.27
villp3oef30080,202409,688554.39,724310.48
coronponce30030,202404,394696.43,431449.55
hamrbre27713,202410,374608.85,404768.61
cormlc75204,202404,0.00,0.00
corhiTL27519,202412,463338.16,0.00
attm30092,202501,418289.20,418289.20
bracm78209,202411,442277.04,448165.25
corrockrim80919,202407,198154.17,209929.31
cormilld255415,202403,0.00,0.00
on80920,202408,276825.57,266057.59
peypa43026,202410,178288.71,187580.88
corp885345,202406,557917.01,604453.57
corp30342,202404,237626.19,243877.76
gatplhmc33025,202407,649509.49,0.00
cords33444,202410,674827.91,711964.60
atra80021,202402,487147.44,504130.20
corhcoef34741,202501,483557.81,483557.81
cormckinney75201,202408,708629.70,756929.93
lantcB75013,202409,469201.17,464907.30
berpnabre243054,202404,312469.39,298012.75
pinuhHL85050,202407,490344.62,495698.24
corlo85704,202501,472209.45,472209.45
cororoy75063,202411,777796.96,747938.92
coronponce30030,202401,389109.35,385654.00
corrosscpCOMM22209,202405,16416.29,0.00
corbs78744,202409,498650.58,490379.04
abbl43110,202405,249383.87,255888.38
peypa43026,202407,179377.99,184473.09
cororoy75063,202405,782909.29,782186.88
coronponce30030,202407,398043.22,433564.57
hofbb76126,202501,377111.64,377111.64
gatplhmc33025,202410,622143.21,0.00
rialbre75010,202402,471733.45,479101.81
corub30342,202410,276296.33,297537.23
cormlc75204,202401,0.00,0.00
powgr43065,202403,550370.67,559304.46
spc30092,202411,313103.79,276781.04
corpb30305,202501,285151.97,285151.97
v627604,202405,485837.95,494219.27
corf80020,202406,623131.94,618439.74
poinoef28217,202409,444428.58,468937.87
sovpr75035,202402,599461.55,620648.39
15777qoef75001,202401,620045.66,643539.03
bracm78209,202405,460637.39,448376.07
corbawarba33764,202411,863717.04,0.00
barmlbre32703,202410,1067101.69,1102840.00
berpnabre243054,202407,316082.90,300873.98
adwr75078,202401,517628.12,582073.45
v627604,202408,460522.70,494835.59
pinuhHL85050,202404,501268.50,495953.69
gatplhmc33025,202404,643549.74,0.00
cors75035,202411,397223.45,454986.99
cor2580534,202503,426662.00,428105.85
cormilld255415,202406,1553.92,0.00
cormckinney75201,202411,717841.20,807166.00
lantcB75013,202412,445792.85,456783.94
parwa78216,202503,514903.14,534972.98
pinuhHL85050,202410,468952.33,500173.49
presfbre278240,202404,576957.99,583544.39
regoef28211,202412,227704.61,257948.91
cororTL27612,202406,332881.44,0.00
cortlm32746,202412,408354.56,428080.73
sovpr75035,202405,590574.75,626489.00
cors30350,202501,383828.30,373154.87
corcg33896,202501,557224.83,557224.83
arlingapt22209,202403,99811.03,598698.32
corhiTL27519,202502,463049.13,451913.75
corrn260654,202403,0.00,0.00
corga33782,202403,615867.44,600757.30
corsv75035,202408,498727.61,519468.08
hil30342,202411,503807.30,0.00
adwr75078,202407,544215.39,588587.83
bowbbre233616,202501,1076295.84,1047063.77
cortlm32746,202406,412199.20,440527.04
corna43054,202401,306889.78,296011.20
harlhbre232707,202412,630220.93,675756.88
corp30342,202410,229036.99,237133.10
corn37209,202503,606364.27,623178.95
cororTL27612,202409,327889.52,0.00
havr34747,202402,582471.43,583468.63
corb37209,202401,530555.78,563908.40
presfbre278240,202407,586642.86,589629.48
attfm75201,202411,392190.88,407394.29
ams75034,202503,549512.41,582578.43
huncoef28262,202501,364435.69,364435.69
Corb85016,202501,655885.58,655885.58
corga33782,202406,604638.17,598796.37
sanbcbre85226,202411,401944.75,408855.68
corsv75035,202405,506002.32,516662.60
arlingapt22209,202406,129810.44,634169.08
abbl43110,202501,253655.93,253655.93
corrn260654,202406,253.00,0.00
villp3oef30080,202412,686428.72,735248.14
sunr43219,202411,260447.61,277164.90
benb43004,202503,417458.41,411136.69
corna43054,202404,312469.39,298012.75
corpb30305,202411,289582.63,0.00
lints76021,202407,1415536.08,1376895.69
adwr75078,202404,522250.37,585689.54
hil30342,202408,520584.47,0.00
corrockrim80919,202403,156409.90,172489.01
lints76021,202411,1413090.84,1384511.93
luxscr77584,202501,565171.39,595089.19
corhcoef34741,202405,511022.69,514597.37
corpn80917,202501,431301.54,431301.54
wrenn28216,202408,473296.05,476584.88
pinuhHL85050,202503,465085.43,469335.38
balof80205,202408,623180.09,684555.27
corco34747,202401,547135.54,0.00
corwi30004,202408,501939.67,530274.33
sovpr75035,202406,594985.19,626084.25
lakgpbre280239,202407,803356.88,786845.14
corml75204,202412,645520.12,664973.58
citfoef80021,202503,437487.33,438886.92
casli85704,202403,222512.57,209385.83
poinoef28217,202402,467762.44,465204.96
benb43004,202501,411103.02,411103.02
corri33578,202404,396175.76,460002.56
corb280226,202412,562242.68,0.00
pasbc78738,202411,419379.76,469865.98
corlc85718,202402,1124886.41,1055350.12
corml75204,202406,665041.68,660468.74
v627604,202501,443401.76,439022.81
shend30324,202403,545885.95,600385.41
corb280226,202409,518068.77,0.00
jamsbre30043,202503,620160.21,611935.40
cororTL27612,202410,331429.00,0.00
corwn37209,202402,744543.25,809987.30
fosc76137,202401,587617.01,1177707.44
uncbre228262,202408,441527.14,484095.33
av27604,202402,499333.39,497594.32
corsk233177,202412,488822.23,510039.26
dompp30326,202403,498139.08,563179.31
wesls80124,202406,794384.30,790482.46
balof80205,202405,660003.99,681923.37
corwi30004,202405,513552.67,524791.95
lantcB75013,202402,479634.73,479835.32
wrenn28216,202411,457333.80,476204.39
vishccbre75063,202406,741425.39,785295.74
poroef30096,202402,701668.91,747075.81
casli85704,202408,218853.09,221757.61
bat1b30339,202403,414818.42,425320.50
citfoef80021,202402,443738.59,453064.10
aubg30312,202502,273308.03,339904.87
corbc27701,202406,556141.07,0.00
av27604,202407,491603.86,497762.19
sovpr75035,202411,552436.40,626957.85
corri33578,202409,539877.58,624590.12
shend30324,202408,567506.47,614704.06
norh77433,202412,564394.55,579360.44
corar78759,202411,522714.83,533734.93
bat1b30339,202409,400086.16,441345.75
eccoo32806,202501,565447.46,565447.46
pasbc78738,202406,411146.17,461525.37
corml75204,202401,639425.14,648605.77
corsk233177,202503,482691.37,494461.94
islcbre33615,202503,669489.01,681262.39
corct76123,202502,489320.15,465311.20
corci34787,202502,633085.12,718911.57
luxscr77584,202403,599283.89,581469.45
bat2b30339,202401,477069.87,493043.68
corww33578,202404,334921.82,328405.80
esttaara80234,202401,790710.16,797802.96
mintui180246,202405,299043.24,283322.20
casli85704,202411,229869.74,223599.75
cornl22202,202501,721219.51,709143.53
av27604,202410,470588.78,500366.84
luxscr77584,202409,586612.39,588221.95
arbsbre27713,202402,479745.18,480181.37
casli85704,202405,220968.19,217825.70
harlhbre232707,202403,669984.38,688491.82
corri33578,202412,586102.43,630322.95
granr80920,202501,658264.82,658264.82
purcoc78748,202503,382251.47,384577.19
corbc27701,202403,576042.28,0.00
av27604,202404,495121.80,500436.70
pasbc78738,202409,406597.99,465202.25
coralamst180223,202501,447251.49,447251.49
bat1b30339,202406,418347.22,435517.58
watbre278748,202408,496938.19,518167.27
covri80233,202402,363959.60,356457.43
shend30324,202405,577078.97,612076.67
corml75204,202404,628916.44,655334.85
bat2b30339,202404,509731.53,533671.47
dompp30326,202401,501300.73,551274.55
corsk33177,202410,1028185.52,1029541.40
villp1oef30080,202401,520800.93,520916.37
corna43054,202410,317951.21,303121.86
CorcM27519,202502,284463.41,302134.53
cortm83642,202405,573443.83,572081.02
corsf33619,202406,585611.06,589479.13
luxscr77584,202406,611247.85,587154.42
attfm75201,202402,383208.41,400171.82
corww33578,202401,317958.02,328588.01
brisoef75056,202502,480526.73,486949.71
atra80021,202503,478683.27,491210.37
corrn160654,202410,524905.50,505264.45
covri80233,202405,354789.30,376139.35
arbsbre27713,202405,476249.68,487368.42
luxscr77584,202412,580308.02,594306.19
wrennl28216,202410,287597.47,381405.88
norh77433,202502,545008.05,548964.78
allllbre32714,202405,941221.83,946249.25
watecbre230062,202404,865684.84,879910.44
corr78730,202405,720213.99,740661.86
citfoef80021,202408,449947.35,474773.30
corontheriv83712,202407,405794.95,417020.12
cormd77004,202411,669233.12,715466.10
attp77581,202403,201378.73,200015.93
stonbcHL76039,202404,772384.75,769803.91
corci34787,202403,679644.94,689230.49
presahB75093,202410,583287.89,589320.08
corscottm85259,202408,279369.33,309660.10
presahB75093,202407,595062.43,586697.32
corar78759,202501,504130.65,504130.65
3131oef30033,202401,424992.36,422854.16
corscottm85259,202402,242007.66,262290.37
broadwcHL77573,202406,508622.56,497155.78
shend30324,202411,553065.67,611172.87
coruptala32701,202404,541727.95,586127.63
cortm83642,202408,578093.77,576100.00
cor2580534,202404,441963.68,430802.31
belv75025,202404,1035957.85,0.00
parcbre285016,202404,255363.05,263011.48
garvbre75287,202401,737330.57,764741.96
citfoef80021,202411,443595.15,476933.07
mintui180246,202501,283169.97,283169.97
avscr77584,202407,524761.60,506502.50
corpn280915,202407,290995.34,253720.58
jeflbre230062,202501,532648.67,535219.39
praircv75080,202402,865884.84,903490.50
covri80233,202408,377494.69,386272.57
allllbre32714,202402,935858.16,938414.11
citfoef80021,202405,439659.97,468628.14
corr78730,202402,710889.18,733689.21
coralamst180223,202405,443283.33,474898.06
corn37209,202402,619404.28,656518.42
attp77581,202406,210065.59,200356.11
clubc77095,202401,346937.24,337427.17
havr34747,202503,540097.31,564025.34
corr78730,202408,725351.44,752131.16
attm30092,202402,415516.12,0.00
dismvbre285209,202411,554241.17,571010.77
corscottm85259,202405,259362.18,289685.43
sev30329,202410,531355.90,597283.33
cormlc75204,202503,0.00,0.00
coruptala32701,202401,530800.59,554630.75
esttaara80234,202404,876028.53,857579.10
stonbcHL76039,202407,768637.79,768562.63
corpn280915,202404,174820.16,139445.60
dismvbre285209,202408,601909.88,580537.78
cortm83642,202411,581665.98,576633.55
parwa78216,202401,547632.38,537957.59
presahB75093,202404,574527.70,590065.55
belv75025,202401,1073669.50,0.00
corpp85306,202503,550408.72,572391.03
corww33578,202407,332619.89,329434.18
cor2580534,202401,432141.74,429060.67
avscr77584,202404,500717.87,504039.65
inkwg77084,202503,449899.45,445942.82
corpn80917,202406,445231.49,475105.34
parcbre285016,202407,258246.70,263651.48
sunpo43074,202403,254861.03,246283.05
jefc43004,202501,323650.78,323650.78
avscr77584,202410,512829.13,509213.62
3131oef30033,202404,420174.77,430805.84
praircv75080,202405,876562.86,919298.14
corlo85704,202402,499205.08,491259.59
ams75034,202404,609996.58,623255.12
attbre30022,202412,473138.60,458867.45
corprovitp76015,202501,756059.15,769120.48
corsc85750,202403,249979.71,252675.00
corub33428,202404,1334382.79,1351171.01
dismvbre285209,202405,600924.75,588819.00
purlv75039,202502,524959.52,533389.86
corpc30342,202402,285377.77,302540.20
corrosscp22209,202406,1410327.90,1593531.66
hil30342,202402,524445.35,0.00
lake43147,202408,288329.32,293000.76
clubc77095,202404,347786.61,338521.96
corro77019,202407,455474.50,449407.47
cors75035,202503,411111.87,405112.00
corwpwarba33401,202402,561574.03,571359.01
avpfccbre76137,202407,351556.20,350949.25
sovc77494,202502,498362.01,494334.21
atra80021,202403,479613.59,506063.22
corhcoef34741,202404,519263.60,514490.87
corgv80249,202410,545711.14,615734.49
pinuhHL85050,202408,481313.34,497632.56
cormckinney75201,202407,755595.16,751823.34
sixty76116,202405,336293.67,348304.52
corch80203,202412,380790.97,406774.70
bat3b30339,202401,191877.47,201207.68
villp2oef30080,202401,335333.57,349483.07
corpn80917,202410,436483.25,481437.70
lakgpbre280239,202402,765462.73,795544.01
attp77581,202503,210346.72,206986.24
corp885345,202401,588893.98,597204.00
avf75219,202404,634850.70,665967.71
lints76021,202502,1418587.69,1371742.09
corpc22202,202412,1104834.07,1795131.68
porpgs133409,202411,893025.57,903155.56
vers32771,202404,601690.91,601664.11
flatwhbre78245,202407,298488.10,302746.25
v627604,202406,477714.36,494242.55
corcg33896,202409,555689.70,629092.16
benb43004,202406,406282.19,413365.53
corlc75039,202408,684816.31,687579.30
hamrbre27713,202408,395679.48,409480.53
vers32771,202410,553806.39,600737.16
chh37013,202501,429107.84,429107.84
corhiTL27519,202410,471205.49,0.00
poinoef28217,202503,445188.26,437766.58
wrenn28216,202406,461203.30,474216.98
attm30092,202409,402415.64,0.00
corn37209,202409,642610.65,658714.60
esttaara80234,202501,880860.23,880860.23
parwa78216,202408,550248.20,531899.30
jamsbre30043,202402,637968.44,644731.84
lakr43026,202408,188696.77,194638.28
corwn37209,202407,787235.02,809140.10
praircv75080,202502,849888.69,814712.21
corco34747,202406,717320.43,0.00
corr22209,202412,1090089.20,1449332.00
pinuhHL85050,202405,491888.04,496454.90
sunri85704,202503,412991.57,394845.09
cororTL27612,202501,319278.90,319278.90
villp4oef30080,202501,990324.77,990324.77
corr22209,202409,1054508.04,1429283.00
lakgpbre280239,202405,798271.66,796370.53
attfm75201,202502,382626.00,364362.41
corco34747,202403,607620.96,0.00
benb43004,202403,402214.60,408638.78
corlc75039,202405,684730.74,687270.45
coralamst180223,202401,458873.92,460723.04
