cred_loan_id,cred_prop_id,transaction_id,loan_id,property_id,occupancy,occupancy_date,size,size_units,statement_beginning_date,statement_ending_date,statement_type,data_type,category_code,occupied_units,using_full_occupancy,amount_per_occupied_unit
172327,160156,FREMF 2020-KL06,10219639,D-FX-8,0.919,2024-09-30,284.0,units,2024-01-01,2024-09-30,NOR,YTD,010GROSRNT,260,False,13908.07
129625,179502,MSBAM 2015-C27,1544803,4-79,0.8501,2024-12-31,228.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,193,False,170.33
83501,48785,MSC 2017-H1,30312525,49-1,0.87,2024-09-30,461,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,401,False,249.21
414496,755535,FREMF 2023-K754,30322082,7-1,0.92,2024-09-30,290,units,2024-01-01,2024-12-31,NOR,AN,150PARKING,266,False,513.80
189384,210436,CGCMT 2019-GC43,322660009,9-17,1,2023-09-30,92367,sf,2024-01-01,2024-09-30,NOR,YTD,370MANAGEM,92367,False,0.07
108461,222650,FREMF 2021-KJ34,508330637,49-1,0.95,2024-12-31,181.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,171,False,873.41
148674,324211,CGCMT 2018-B2,30299262,5-A-3-33,0.94,2024-06-30,282,units,2023-07-01,2024-06-30,NOR,TR,390MARKETI,265,False,53.85
171066,183073,FREMF 2019-KJ24,504025791,5-1,0.932,2024-12-31,336.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,313,False,898.33
134105,159849,JPMBB 2016-C1,883100562,6-5,0.9757,2024-12-31,320,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,312,False,24.65
102289,146932,FREMF 2021-K129,10226093,17-1,0.9574,2024-12-31,141.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,134,False,-2218.58
189384,210436,CGCMT 2019-GC43,322660009,9-17,1,2023-09-30,92367,sf,2024-01-01,2024-09-30,NOR,YTD,400PROFESS,92367,False,0.03
129625,200102,MSBAM 2015-C27,1544803,4-28,0.7045,2024-12-31,239.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,168,False,56.20
68841,339063,BANK 2017-BNK7,1749807,17-1,0.9714,2024-12-31,140644.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,136621,False,0.79
186434,374197,FREMF 2017-K1503,10172122,1-2,0.9421,2024-12-31,760.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,715,False,2265.48
111914,332195,GSMS 2020-DUNE,10208732,G-7,0.7733,2021-06-30,96,units,2023-10-01,2024-09-30,NOR,TR,320PROPINS,74,False,1756.36
74724,38539,BMARK 2019-B12,30503150,42-1,0.96,2024-12-31,54480.0,sf,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,52300,False,1.34
37626,268849,FREMF 2016-K55,306061055,55-1,0.8317,2024-12-31,201,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,167,False,31.82
57939,29212,CGCMT 2018-C6,304102098,5-1,0.6056,2023-12-31,353.0,units,2023-01-01,2023-12-31,NOR,AN,390MARKETI,213,False,2154.60
24186,309535,WFCM 2015-C31,304880084,84-1,0.94,2024-12-31,359.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,337,False,89.04
189384,101291,CGCMT 2019-GC43,322660009,9-20,1,2023-09-30,66000.0,sf,2024-01-01,2024-09-30,NOR,YTD,030BASERNT,66000,False,3.54
148674,134915,CGCMT 2018-B2,30299262,5-A-3-6,0.91,2024-06-30,673,units,2023-07-01,2024-06-30,NOR,TR,340REPAIRS,612,False,43.37
129625,312245,MSBAM 2015-C27,1544803,4-75,0.8723,2024-12-31,246,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,214,False,1322.00
134105,210504,JPMBB 2016-C1,883100562,6-22,0.957,2024-12-31,91.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,87,False,2617.02
189384,210436,CGCMT 2019-GC43,322660009,9-17,1,2023-09-30,92367,sf,2023-01-01,2023-12-31,NOR,AN,400PROFESS,92367,False,0.03
111914,79681,GSMS 2020-DUNE,10208732,G-2,0.4859,2021-06-30,207,units,2023-10-01,2024-09-30,NOR,TR,330UTILITI,100,False,2843.33
148674,402308,CGCMT 2018-B2,30299262,5-A-3-17,0.94,2023-12-31,629,units,2023-01-01,2023-12-31,NOR,AN,400PROFESS,591,False,0.08
151603,191720,BXMT 2020-FL2,30317756,1-1,0.62,2024-06-30,1059867,sf,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,657117,False,2.52
63382,141424,FREMF 2018-K80,30314981,51-1,0.95,2024-09-30,118.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,112,False,679.53
46528,280963,BX 2021-RISE,10231703,HRR-1,0.9359,2024-09-30,608.0,units,2023-10-01,2024-09-30,NOR,TR,390MARKETI,569,False,248.23
413399,753309,ARCLO 2021-FL4,380677,86-1,,,232,units,2024-01-01,2024-12-31,NOR,TR,020VACANCY,232,True,-5736.25
109847,416122,MSBAM 2015-C21,10096318,8-9,0.9112,2024-09-30,409.0,units,2024-01-01,2024-09-30,NOR,YTD,390MARKETI,372,False,0.35
172327,157222,FREMF 2020-KL06,10219639,D-FX-1,0.9393,2024-06-30,280.0,units,2024-01-01,2024-09-30,NOR,YTD,010GROSRNT,263,False,16895.19
209967,34772,JPMBB 2015-C32,203281002,5-27,0.9286,2024-12-31,369.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,342,False,134.75
413128,752942,ARCLO 2021-FL1,352190,69-1,,,344,units,2024-01-01,2024-12-31,NOR,TR,340REPAIRS,344,True,504.07
59800,246717,AREIT 2022-CRE6,21071404,26,0.44,2023-09-30,198189.0,sf,2022-10-01,2023-09-30,NOR,AN,160OTHERIN,87203,False,0.30
107935,167051,FREMF 2015-K49,10102164,12-1,0.9786,2024-09-30,513.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,502,False,341.32
86032,359069,FRESB 2021-SB91,506980863,47-1,0.969,2024-07-01,32.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,31,False,1061.25
131200,22040,FREMF 2020-K109,10212758,29-1,0.9423,2024-09-30,104.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,97,False,249.96
77492,378395,BBCMS 2019-C5,10203146,35-1,0.9889,2024-12-31,180,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,178,False,268.02
209678,205501,BMARK 2018-B5,320261030,30-2,0.7985,2023-12-31,148883.0,sf,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,118883,False,0.00
129625,137025,MSBAM 2015-C27,1544803,4-24,0.8561,2024-12-31,228.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,195,False,1707.46
124754,430179,FREMF 2022-KF131,326241108,8-1,0.9434,2024-12-31,318.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,300,False,540.74
44203,349191,FRESB 2020-SB73,503147877,92-1,0.997,2023-06-30,23.0,units,2024-01-01,2024-12-31,NOR,AN,140LAUNDRY,22,False,187.34
71465,233889,BXMT 2021-FL4,30319535,3-1,0.0,2023-12-31,205705.0,sf,2023-10-01,2024-09-30,NOR,TR,160OTHERIN,205705.0,True,1.51
148674,62224,CGCMT 2018-B2,30299262,5-A-3-25,0.96,2024-06-30,516,units,2023-07-01,2024-06-30,NOR,TR,020VACANCY,495,False,-38.03
59988,170163,MSC 2020-HR8,323741021,21-1,0.9963,2024-09-30,111510.0,sf,2024-01-01,2024-12-31,NOR,AN,320PROPINS,111097,False,0.22
111914,182285,GSMS 2020-DUNE,10208732,G-17,0.7526,2021-06-30,103,units,2023-10-01,2024-09-30,NOR,TR,370MANAGEM,77,False,1757.42
209967,127037,JPMBB 2015-C32,203281002,5-17,0.9215,2024-12-31,572,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,527,False,567.39
62380,125609,FRESB 2020-SB78,506223663,141-1,0.95,2024-12-31,21.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,19,False,276.32
44699,136921,BANK 2022-BN41,300802302,6-1,1,2023-06-30,184822.0,sf,2024-01-01,2024-12-31,NOR,AN,310RETAXES,184822,False,6.30
129625,217732,MSBAM 2015-C27,1544803,4-84,0.951,2024-12-31,192.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,182,False,93.07
104666,87094,FREMF 2021-K135,10231670,25-1,0.95,2024-12-31,240.0,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,228,False,15548.63
415838,757789,WFCM 2024-5C1,328551021,21-1,,,80,units,2024-01-01,2024-09-30,NOR,YTD,390MARKETI,80,True,183.06
134105,132571,JPMBB 2016-C1,883100562,6-26,0.8593,2024-12-31,124.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,106,False,138.37
318621,548321,CGCMT 2023-PRM3,11158352,A-1-29,0.9811,2024-09-30,577.0,units,2024-01-01,2024-09-30,NOR,YTD,320PROPINS,566,False,16.85
8789,194841,CGCMT 2018-B2,30314128,1-A-1-14,0.94,2022-09-30,528,units,2021-10-01,2022-09-30,NOR,AN,440OTHEREX,496,False,0.00
111914,9901,GSMS 2020-DUNE,10208732,G-16,0.4708,2021-06-30,100,units,2023-10-01,2024-09-30,NOR,TR,440OTHEREX,47,False,209.36
129625,111391,MSBAM 2015-C27,1544803,4-78,0.9085,2024-12-31,259.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,235,False,75.13
148674,424327,CGCMT 2018-B2,30299262,5-A-3-11,0.93,2024-06-30,740,units,2023-07-01,2024-06-30,NOR,TR,160OTHERIN,688,False,266.23
115813,358244,JPMDB 2019-COR6,30503090,28-5,1,2023-06-30,30156.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,30156,False,37.55
386250,633345,BANK5 2023-5YR3,300802408,26-1,0.7607,2024-12-31,106.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,80,False,6.88
209967,418426,JPMBB 2015-C32,203281002,5-20,0.8981,2024-12-31,175.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,157,False,324.07
189384,189658,CGCMT 2019-GC43,322660009,9-14,1,2023-09-30,40662.0,sf,2024-01-01,2024-09-30,NOR,YTD,410GENERAL,40662,False,0.18
53780,369666,WFCM 2021-C60,300572199,53-1,1,2023-06-30,14550.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,14550,False,19.59
214549,99532,FRESB 2019-SB62,499494210,115-1,0.871,2024-12-31,31.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,27,False,2192.55
148674,117329,CGCMT 2018-B2,30299262,5-A-3-24,0.86,2023-12-31,598,units,2023-01-01,2023-12-31,NOR,AN,400PROFESS,514,False,0.09
48120,402857,CGCMT 2016-C1,407000624,2-28,0.9896,2021-12-31,56984,sf,2021-01-01,2021-12-31,NOR,AN,030BASERNT,56391,False,3.30
189384,342687,CGCMT 2019-GC43,322660009,9-5,1,2023-09-30,136167.0,sf,2023-01-01,2023-12-31,NOR,AN,510CAPEX,136167,False,0.10
120300,92402,CGCMT 2018-B2,30314158,22-1,0.95,2022-12-31,280822.0,sf,2022-01-01,2022-12-31,NOR,AN,160OTHERIN,266780,False,0.69
48120,207485,CGCMT 2016-C1,407000624,2-22,0.5882,2023-12-31,132548,sf,2023-01-01,2023-12-31,NOR,AN,030BASERNT,77964,False,3.06
20832,46277,CGCMT 2019-C7,695101221,33-3,0.916,2019-12-19,18416.0,sf,2019-11-08,2019-12-19,NOR,UB,310RETAXES,16869,False,2.07
415271,756872,HGI 2021-FL1,11263696,31-1,0.9022,2024-12-31,90,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,81,False,1371.67
59062,415845,GSMS 2017-GS7,301271481,20-1,0.9319,2024-12-31,113159,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,105452,False,1.15
39891,415988,RCMF 2022-FL8,10226459,24-1,0.9531,2024-12-31,128,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,121,False,2622.70
217112,300250,FREMF 2017-K68,10181146,6-1,0.8899,2024-12-25,672.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,598,False,2094.19
209967,143698,JPMBB 2015-C32,203281002,5-80,0.9491,2024-12-31,210.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,199,False,18.84
131568,404649,FREMF 2020-KJ30,499492323,52-1,0.94,2024-12-31,598.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,562,False,205.32
209967,36646,JPMBB 2015-C32,203281002,5-105,0.8727,2024-12-31,111.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,96,False,10.98
148674,160729,CGCMT 2018-B2,30299262,5-A-3-16,0.93,2024-06-30,384,units,2023-07-01,2024-06-30,NOR,TR,310RETAXES,357,False,250.69
196751,58569,BANK 2019-BNK23,453012260,17-5,0.9007,2024-04-03,42212.0,sf,2024-01-01,2024-12-31,NOR,AN,320PROPINS,38020,False,0.19
321943,554273,DC 2023-DC,30510035,1-A-1-1,0.94,2024-09-30,360000.0,sf,2024-01-01,2024-09-30,NOR,YTD,040EXPREMB,338400,False,147.12
23458,106139,FREMF 2020-KG03,30318340,2-1,0.92,2024-09-30,326.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,299,False,796.35
141450,97646,BANK 2019-BNK21,1957947,8-5,0.9007,2024-04-03,42212.0,sf,2024-01-01,2024-12-31,NOR,AN,410GENERAL,38020,False,0.11
44203,349191,FRESB 2020-SB73,503147877,92-1,0.997,2023-06-30,23.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,22,False,48.19
20832,278469,CGCMT 2019-C7,695101221,33-2,0.9292,2023-12-31,45090.0,sf,2023-01-01,2023-12-31,NOR,AN,410GENERAL,41897,False,0.00
149811,32017,BXMT 2021-FL4,30319556,20-1,0.9,2023-12-31,184.0,units,2023-10-01,2024-09-30,NOR,TR,010GROSRNT,165,False,34506.76
319559,549527,FRETE 2023-ML15,534345719,13-1,0.929,2024-12-31,156.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,144,False,649.30
192272,20752,FREMF 2020-K1518,30318875,26-1,0.97,2024-09-30,128.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,124,False,1173.55
203204,344169,BBCMS 2019-C4,303161317,4-15,1,2023-09-30,13500.0,sf,2024-01-01,2024-12-31,NOR,AN,040EXPREMB,13500,False,0.37
215546,82254,FREMF 2019-K94,321991114,14-1,0.9664,2024-12-31,328.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,316,False,837.33
189384,98598,CGCMT 2019-GC43,322660009,9-1,1,2023-09-30,345009.0,sf,2024-01-01,2024-09-30,NOR,YTD,040EXPREMB,345009,False,0.28
48120,316858,CGCMT 2016-C1,407000624,2-13,0.778,2016-05-18,62379,sf,2016-01-05,2016-05-18,NOR,UB,030BASERNT,48530,False,7.12
129625,185730,MSBAM 2015-C27,1544803,4-2,0.9462,2024-12-31,957,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,905,False,743.40
206419,358851,FRESB 2019-SB61,503005614,138-1,0.941,2024-08-29,17.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,15,False,857.72
209967,192694,JPMBB 2015-C32,203281002,5-70,0.9675,2024-12-31,364.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,352,False,73.63
143456,423252,MSBAM 2017-C34,300801674,6-3,0.953,2024-12-31,426.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,405,False,430.39
122317,126135,CSAIL 2017-CX10,10183055,12-1,0.9709,2024-09-30,103.0,units,2023-10-01,2024-09-30,NOR,TR,320PROPINS,100,False,510.45
209967,380801,JPMBB 2015-C32,203281002,5-74,0.9673,2024-12-31,339.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,327,False,131.44
129625,98811,MSBAM 2015-C27,1544803,4-6,0.8728,2024-12-31,590.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,514,False,150.86
105510,342501,MSBAM 2016-C29,300801457,14-2,0.7766,2024-12-31,800.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,621,False,96.24
214549,99532,FRESB 2019-SB62,499494210,115-1,0.871,2024-12-31,31.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,27,False,310.14
111914,308617,GSMS 2020-DUNE,10208732,G-11,0.5994,2021-06-30,84,units,2023-10-01,2024-09-30,NOR,TR,360FRANCHI,50,False,7610.62
151844,15184,CGCMT 2016-P6,30311930,13-1,0.91,2024-06-30,1303073.0,sf,2024-01-01,2024-09-30,NOR,YTD,490LEASING,1185796,False,0.81
111914,42730,GSMS 2020-DUNE,10208732,G-12,0.9264,2021-06-30,82,units,2023-10-01,2024-09-30,NOR,TR,300OTHDEPT,75,False,-24.57
415070,756395,FSRIALTO 2022-FL7,300572399,1-1,0.9388,2024-12-31,376.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,352,False,305.75
33329,203923,GSMS 2017-FARM,10184005,1-1,0.995,2024-09-30,2030000.0,sf,2024-01-01,2024-09-30,NOR,YTD,380PAYROLL,2019850,False,0.98
209045,377663,FRESB 2022-SB100,504551302,105-1,0.98,2024-12-31,17,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,16,False,556.83
134105,20794,JPMBB 2016-C1,883100562,6-10,0.9319,2024-12-31,348.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,324,False,3804.37
8789,244620,CGCMT 2018-B2,30314128,1-A-1-15,0.93,2022-09-30,566,units,2021-10-01,2022-09-30,NOR,AN,010GROSRNT,526,False,2368.71
129625,9326,MSBAM 2015-C27,1544803,4-57,0.8794,2024-12-31,232.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,204,False,245.13
122317,75404,CSAIL 2017-CX10,10183055,12-12,0.9667,2024-09-30,60.0,units,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,58,False,320.45
20832,46277,CGCMT 2019-C7,695101221,33-3,0.916,2019-12-19,18416.0,sf,2019-11-08,2019-12-19,NOR,UB,320PROPINS,16869,False,0.32
148674,262954,CGCMT 2018-B2,30299262,5-A-3-7,0.89,2023-12-31,688,units,2023-01-01,2023-12-31,NOR,AN,410GENERAL,612,False,102.61
129625,225892,MSBAM 2015-C27,1544803,4-5,0.6173,2024-12-31,917.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,566,False,22.84
46528,61914,BX 2021-RISE,10231703,HRR-8,0.9752,2024-09-30,323.0,units,2023-10-01,2024-09-30,NOR,TR,330UTILITI,314,False,1140.84
189384,107733,CGCMT 2019-GC43,322660009,9-15,1,2023-09-30,55118,sf,2024-01-01,2024-09-30,NOR,YTD,040EXPREMB,55118,False,1.06
210946,380950,FRESB 2019-SB68,503098078,82-1,0.85,2024-12-31,48.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,40,False,796.65
413274,753136,ARCLO 2021-FL3,350910,77-2,,,96,units,2024-01-01,2024-12-31,NOR,TR,370MANAGEM,96,True,467.57
148674,402308,CGCMT 2018-B2,30299262,5-A-3-17,0.94,2023-12-31,629,units,2023-01-01,2023-12-31,NOR,AN,380PAYROLL,591,False,153.31
318621,548300,CGCMT 2023-PRM3,11158352,A-1-1,0.9902,2024-09-30,589.0,units,2024-01-01,2024-09-30,NOR,YTD,030BASERNT,583,False,4183.26
48120,70495,CGCMT 2016-C1,407000624,2-7,,,136654,sf,2016-01-05,2016-05-18,NOR,UB,030BASERNT,136654,True,3.21
122317,57348,CSAIL 2017-CX10,10183055,12-2,0.9735,2024-09-30,113.0,units,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,110,False,54.31
131200,22040,FREMF 2020-K109,10212758,29-1,0.9423,2024-09-30,104.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,97,False,312.39
129625,27048,MSBAM 2015-C27,1544803,4-54,0.955,2024-12-31,200.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,191,False,1506.72
148674,272577,CGCMT 2018-B2,30299262,5-A-3-18,0.93,2024-06-30,467,units,2023-07-01,2024-06-30,NOR,TR,320PROPINS,434,False,29.58
414690,755729,FREMF 2024-KJ49,509542832,29-1,0.94,2024-12-31,125,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,117,False,-1512.49
108461,222650,FREMF 2021-KJ34,508330637,49-1,0.95,2024-12-31,181.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,171,False,119.23
386445,633886,FRETE 2023-ML17,503108472,7-1,0.91,2024-12-31,163.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,148,False,58.33
196751,58569,BANK 2019-BNK23,453012260,17-5,0.9007,2024-04-03,42212.0,sf,2024-01-01,2024-12-31,NOR,AN,410GENERAL,38020,False,0.11
8789,168164,CGCMT 2018-B2,30314128,1-A-1-7,0.98,2022-09-30,708,units,2021-10-01,2022-09-30,NOR,AN,390MARKETI,693,False,67.33
166721,136845,MSC 2017-HR2,695100857,27-1,0.9496,2024-09-30,23083.0,sf,2024-01-01,2024-12-31,NOR,AN,410GENERAL,21919,False,5.02
148674,376136,CGCMT 2018-B2,30299262,5-A-3-36,0.85,2023-12-31,221,units,2023-01-01,2023-12-31,NOR,AN,370MANAGEM,187,False,173.56
209967,367539,JPMBB 2015-C32,203281002,5-11,0.8933,2024-12-31,633,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,565,False,120.04
148674,271258,CGCMT 2018-B2,30299262,5-A-3-19,0.93,2024-06-30,425,units,2023-07-01,2024-06-30,NOR,TR,510CAPEX,395,False,19.01
111914,182285,GSMS 2020-DUNE,10208732,G-17,0.7526,2021-06-30,103,units,2023-10-01,2024-09-30,NOR,TR,330UTILITI,77,False,2664.23
318621,548330,CGCMT 2023-PRM3,11158352,A-1-37,0.9831,2024-09-30,467.0,units,2024-01-01,2024-09-30,NOR,YTD,330UTILITI,459,False,3.92
129625,296971,MSBAM 2015-C27,1544803,4-64,0.9748,2024-12-31,118.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,115,False,261.94
142181,102323,WFCM 2017-C38,883100724,11-11,1,2023-06-30,9002.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,9002,False,11.64
129625,210073,MSBAM 2015-C27,1544803,4-34,0.9699,2024-12-31,276.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,267,False,154.37
45672,354307,ACREC 2021-FL1,330181000,25,0.95,2024-12-31,224.0,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,212,False,21634.15
134105,324266,JPMBB 2016-C1,883100562,6-3,0.9024,2024-12-31,445.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,401,False,53.01
143456,201305,MSBAM 2017-C34,300801674,6-1,0.8462,2024-12-31,757.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,640,False,123.02
163683,335854,CGCMT 2018-C6,320930019,19-1,0.6603,2023-12-31,115,units,2023-01-01,2023-12-31,NOR,AN,390MARKETI,75,False,2730.67
413145,752963,ARCLO 2021-FL1,560893,94-1,,,332,units,2023-01-01,2024-12-31,NOR,TR,010GROSRNT,332,True,22988.59
8789,405839,CGCMT 2018-B2,30314128,1-A-1-11,0.9,2022-09-30,602,units,2021-10-01,2022-09-30,NOR,AN,400PROFESS,541,False,0.08
142181,102613,WFCM 2017-C38,883100724,11-6,1,2023-06-30,21999.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,21999,False,0.26
199907,236341,FREMF 2019-K96,322201024,24-1,0.9167,2024-12-31,228.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,209,False,-2165.58
386393,633834,FREMF 2023-K506,30321827,10-1,0.99,2024-12-31,179,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,177,False,1301.78
387565,637194,FREMF 2023-K751,327331017,17-1,0.9583,2024-12-31,72.0,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,68,False,24791.07
134105,259440,JPMBB 2016-C1,883100562,6-6,0.8113,2024-12-31,236.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,191,False,214.38
185368,355927,FRESB 2022-SB94,507427076,42-1,0.92,2023-12-31,24.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,22,False,-660.68
142181,238607,WFCM 2017-C38,883100724,11-14,1,2023-06-30,8320.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,8320,False,0.20
68251,161410,BMARK 2019-B9,321371015,15-3,0.7384,2024-09-30,768.0,units,2024-01-01,2024-09-30,NOR,YTD,440OTHEREX,567,False,1.95
107537,374048,MSBAM 2016-C29,1546586,36-1,0.9588,2024-12-31,82515.0,sf,2024-01-01,2024-12-31,NOR,AN,500TENANTI,79115,False,0.30
147446,43598,GSMS 2015-GC32,30309731,38-1,0,2021-12-31,110,units,2024-01-01,2024-09-30,NOR,YTD,160OTHERIN,110,True,0.00
172327,160156,FREMF 2020-KL06,10219639,D-FX-8,0.919,2024-09-30,284.0,units,2024-01-01,2024-09-30,NOR,YTD,020VACANCY,260,False,-1238.53
148674,211657,CGCMT 2018-B2,30299262,5-A-3-31,0.9,2023-12-31,507,units,2023-01-01,2023-12-31,NOR,AN,310RETAXES,456,False,84.26
74187,79895,BMARK 2019-B9,321371024,24-1,0.6203,2024-09-30,100175.0,sf,2024-01-01,2024-09-30,NOR,YTD,030BASERNT,62138,False,22.34
148674,150747,CGCMT 2018-B2,30299262,5-A-3-13,0.95,2024-06-30,709,units,2023-07-01,2024-06-30,NOR,TR,330UTILITI,673,False,61.30
91701,53703,BRSP 2021-FL1,10229802,39-1,0.529,2024-12-31,256388.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,135629,False,1.12
17613,276899,FREMF 2020-KJ31,501851070,46-1,0.933,2024-12-31,224,units,2024-01-01,2024-12-31,NOR,AN,140LAUNDRY,208,False,95.31
176678,283776,CD 2018-CD7,10193168,10-2,0.5071,2024-12-31,96.0,units,2024-01-01,2024-12-31,NOR,AN,300OTHDEPT,48,False,-224.85
207350,186609,BDS 2022-FL11,302220309,23-1,0.9348,2024-12-31,184.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,172,False,1071.61
178843,292646,BANK 2021-BNK32,300802173,3-1,0.9501,2024-12-31,831.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,789,False,1152.57
415722,757566,RCMT 2022-FL8,10234144,8-1,0.8579,2024-12-31,197.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,169,False,375.00
51194,376311,BANK 2021-BNK31,610956465,6-5,1,2023-06-30,2.0,units,2024-01-01,2024-12-31,NOR,AN,040EXPREMB,2,False,116807.50
142181,106186,WFCM 2017-C38,883100724,11-1,1,2023-06-30,15120.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,15120,False,0.57
105510,47715,MSBAM 2016-C29,300801457,14-1,0.81,2024-12-31,974.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,788,False,107.10
10465,373484,JPMBB 2016-C1,305190002,4-1,0.7378,2024-12-31,17.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,12,False,63519.67
31192,151230,WFCM 2015-C27,400926605,79-1,0.8138,2024-12-31,703.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,572,False,67.91
195010,195267,COMM 2015-CR26,656100444,10-15,1,2022-06-30,3,units,2024-01-01,2024-09-30,NOR,YTD,320PROPINS,3,False,6532.07
420033,774461,SCG 2024-MSP,656121045,1-1,0.676,2024-04-15,266,units,2024-02-01,2024-04-15,NOR,UB,060ROOMREV,179,False,86726.96
