cred_loan_id,cred_prop_id,transaction_id,loan_id,property_id,occupancy,occupancy_date,size,size_units,statement_beginning_date,statement_ending_date,statement_type,data_type,category_code,occupied_units,using_full_occupancy,amount_per_occupied_unit
19392,351300,FREMF 2020-K104,10210946,1-29,0.9562,2024-09-30,137.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,130,False,-1136.79
8789,365037,CGCMT 2018-B2,30314128,1-A-1-19,0.97,2022-09-30,477.0,units,2021-10-01,2022-09-30,NOR,AN,410GENERAL,462,False,59.12
190003,322334,FREMF 2021-KF116,30319925,1-1,0.87,2024-09-30,748.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,650,False,-2372.83
209967,32502,JPMBB 2015-C32,203281002,5-86,0.9422,2024-12-31,148,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,139,False,94.66
386387,633828,FREMF 2023-K506,30321821,4-1,0.93,2024-12-31,336,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,312,False,32.11
89177,200817,FREMF 2015-K50,10102898,10-1,0.9558,2024-09-30,294.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,281,False,394.44
8789,218456,CGCMT 2018-B2,30314128,1-A-1-21,0.97,2022-09-30,452,units,2021-10-01,2022-09-30,NOR,AN,440OTHEREX,438,False,0.00
134105,140872,JPMBB 2016-C1,883100562,6-11,0.9566,2024-12-31,674.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,644,False,41.30
387595,637224,FREMF 2023-K753,30321920,27-1,0.93,2024-09-27,160.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,148,False,1231.46
318621,548313,CGCMT 2023-PRM3,11158352,A-1-21,0.9828,2024-09-30,550.0,units,2024-01-01,2024-09-30,NOR,YTD,030BASERNT,540,False,1699.90
47790,253027,BANK 2019-BNK22,453012193,14-2,0.9808,2024-12-31,433816.0,sf,2024-01-01,2024-12-31,NOR,AN,500TENANTI,425486,False,0.08
414414,755495,FREMF 2023-K153,10243567,14-1,0.9432,2024-12-24,352.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,332,False,22.15
413399,753309,ARCLO 2021-FL4,380677,86-1,,,232,units,2024-01-01,2024-12-31,NOR,TR,330UTILITI,232,True,995.87
420033,774462,SCG 2024-MSP,656121045,1-2,0.69,2024-04-15,243,units,2024-02-01,2024-04-15,NOR,UB,440OTHEREX,167,False,41.04
422213,777197,ELMCL 2024-GTWY,30511162,1-D-1-3,,,306406,sf,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,306406,True,2.01
8789,405839,CGCMT 2018-B2,30314128,1-A-1-11,0.9,2022-09-30,602,units,2021-10-01,2022-09-30,NOR,AN,380PAYROLL,541,False,135.93
404236,715968,FR 2023-KJ48,509687008,27-1,0.95,2024-12-31,340.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,323,False,912.35
143456,419990,MSBAM 2017-C34,300801674,6-16,0.7507,2024-12-31,268.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,201,False,99.10
209967,23033,JPMBB 2015-C32,203281002,5-53,0.9369,2024-12-31,567,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,531,False,363.32
122317,359368,CSAIL 2017-CX10,10183055,12-13,0.9833,2024-09-30,60.0,units,2023-10-01,2024-09-30,NOR,TR,020VACANCY,58,False,-759.12
28207,340777,CGCMT 2019-C7,28002333,8-1,0.5938,2024-09-30,345,units,2023-10-01,2024-09-30,NOR,TR,310RETAXES,204,False,4400.13
209967,416981,JPMBB 2015-C32,203281002,5-90,0.8514,2024-12-31,144.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,122,False,197.76
143456,270209,MSBAM 2017-C34,300801674,6-17,0.8773,2024-12-31,40.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,35,False,2594.00
318621,548312,CGCMT 2023-PRM3,11158352,A-1-20,0.9792,2024-09-30,821.0,units,2024-01-01,2024-09-30,NOR,YTD,160OTHERIN,803,False,186.73
188518,24881,FREMF 2021-K742,30319671,13-1,0.96,2024-12-25,248.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,238,False,329.79
420033,774464,SCG 2024-MSP,656121045,1-4,0.641,2024-04-15,254,units,2024-02-01,2024-04-15,NOR,UB,330UTILITI,162,False,2839.32
199907,236341,FREMF 2019-K96,322201024,24-1,0.9167,2024-12-31,228.0,units,2024-01-01,2024-12-31,NOR,AN,140LAUNDRY,209,False,35.60
209967,409447,JPMBB 2015-C32,203281002,5-62,0.909,2024-12-31,243.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,220,False,106.30
407321,731763,BIG 2022-BIG,11157504,A-13,,,235922,sf,2024-01-01,2024-09-30,NOR,YTD,510CAPEX,235922,,0.02
129625,14912,MSBAM 2015-C27,1544803,4-60,0.7824,2024-12-31,396,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,309,False,8.74
196224,188843,WFCM 2016-C35,306230023,23-1,0.84,2024-12-31,91.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,76,False,4242.67
60684,300171,BBCMS 2022-C17,10240663,17-1,0.8652,2024-12-31,99757,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,86309,False,47.85
46528,203338,BX 2021-RISE,10231703,HRR-4,0.9568,2024-09-30,440.0,units,2023-10-01,2024-09-30,NOR,TR,390MARKETI,420,False,362.01
136015,408734,BMARK 2019-B9,321371031,31-1,0.2778,2024-12-31,120810.0,sf,2024-01-01,2024-12-31,NOR,AN,310RETAXES,33561,False,5.78
129625,14912,MSBAM 2015-C27,1544803,4-60,0.7824,2024-12-31,396,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,309,False,56.06
134105,40566,JPMBB 2016-C1,883100562,6-25,0.0,2024-12-31,210.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,210.0,True,17.71
209678,205501,BMARK 2018-B5,320261030,30-2,0.7985,2023-12-31,148883.0,sf,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,118883,False,0.00
172327,358898,FREMF 2020-KL06,10219639,D-FX-3,0.9281,2024-09-30,292.0,units,2024-01-01,2024-09-30,NOR,YTD,510CAPEX,271,False,121.22
80034,23048,WFCM 2015-C31,310930600,15-1,0.9569,2024-12-31,115318.0,sf,2024-01-01,2024-12-31,NOR,AN,490LEASING,110347,False,0.39
69038,218692,RCMF 2021-FL7,10231292,3-2,0.9609,2024-12-31,128.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,122,False,5.12
148674,403579,CGCMT 2018-B2,30299262,5-A-3-34,0.92,2024-06-30,324,units,2023-07-01,2024-06-30,NOR,TR,410GENERAL,298,False,88.09
20832,384169,CGCMT 2019-C7,695101221,33-1,0.954,2024-06-30,32603.0,sf,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,31103,False,1.37
189384,179403,CGCMT 2019-GC43,322660009,9-11,1,2023-09-30,121464.0,sf,2023-01-01,2023-12-31,NOR,AN,410GENERAL,121464,False,0.05
148674,258193,CGCMT 2018-B2,30299262,5-A-3-26,0.88,2024-06-30,467,units,2023-07-01,2024-06-30,NOR,TR,310RETAXES,410,False,133.37
129625,88232,MSBAM 2015-C27,1544803,4-12,0.9663,2024-12-31,578.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,558,False,116.12
132327,212441,FRESB 2019-SB58,502995270,42-1,0.963,2024-12-31,82.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,78,False,50.06
101030,171174,GSMS 2014-GC26,304101241,53-1,1,2023-03-31,51282.0,sf,2024-01-01,2024-06-30,NOR,YTD,500TENANTI,51282,False,0.29
204499,277390,CGCMT 2016-C3,30311779,6-1,0.97,2017-06-30,1459997,sf,2024-01-01,2024-09-30,NOR,YTD,050PCTRENT,1416197,False,1.87
185368,355927,FRESB 2022-SB94,507427076,42-1,0.92,2023-12-31,24.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,22,False,1391.50
20832,384169,CGCMT 2019-C7,695101221,33-1,0.954,2024-06-30,32603.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,31103,False,21.20
202461,138111,FRESB 2021-SB92,507008340,31-1,0.964,2024-02-16,28.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,26,False,2784.19
57939,29212,CGCMT 2018-C6,304102098,5-1,0.6056,2023-12-31,353.0,units,2023-01-01,2023-12-31,NOR,AN,320PROPINS,213,False,1671.76
68913,275030,CGCMT 2018-B2,30314146,12-A-2-1,0.81,2023-12-31,315589.0,sf,2023-01-01,2023-12-31,NOR,AN,400PROFESS,255627,False,0.57
129625,91167,MSBAM 2015-C27,1544803,4-31,0.8866,2024-12-31,460.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,407,False,103.14
99557,55743,FREMF 2021-K125,30319251,44-1,0.92,2024-09-25,84,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,77,False,702.43
96699,160472,CSAIL 2018-C14,307331087,22-1,0.8665,2024-12-31,1220,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,1057,False,2919.50
182645,180056,GSMS 2018-GS9,301271603,4-1,0.799,2024-12-31,101.0,units,2024-01-01,2024-12-31,NOR,AN,060ROOMREV,80,False,423346.28
80467,52265,CSAIL 2017-CX10,10181312,2-8,1,2023-03-31,539137.0,sf,2023-10-01,2024-09-30,NOR,TR,030BASERNT,539137,False,2.27
113781,253461,CGCMT 2019-C7,28002330,45-1,0.975,2019-12-19,63548.0,sf,2019-09-05,2019-12-19,NOR,UB,020VACANCY,61959,False,-2.53
203076,332820,CGCMT 2018-C6,304102115,2-1,0.945,2023-12-31,682406.0,sf,2023-01-01,2023-12-31,NOR,AN,330UTILITI,644873,False,0.39
413384,753292,ARCLO 2021-FL4,351438,85-1,,,96,units,2024-01-01,2024-12-31,NOR,TR,510CAPEX,96,True,208.33
8789,336647,CGCMT 2018-B2,30314128,1-A-1-2,0.99,2022-09-30,787,units,2021-10-01,2022-09-30,NOR,AN,440OTHEREX,779,False,0.00
129625,389213,MSBAM 2015-C27,1544803,4-81,0.505,2024-12-31,142.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,71,False,39.63
413529,753470,ARCLO 2022-FL2,353807,26-1,,,92,units,2024-01-01,2024-12-31,NOR,TR,380PAYROLL,92,True,1656.77
188518,24881,FREMF 2021-K742,30319671,13-1,0.96,2024-12-25,248.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,238,False,475.08
82075,245445,BANK 2019-BNK16,410947454,54-1,0.9313,2024-12-31,123,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,114,False,446.76
46528,280963,BX 2021-RISE,10231703,HRR-1,0.9359,2024-09-30,608.0,units,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,569,False,1340.42
58485,125365,FREMF 2016-K53,305691026,26-1,0.9858,2024-12-31,352.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,347,False,1261.26
318621,548335,CGCMT 2023-PRM3,11158352,A-1-41,0.9612,2024-09-30,488.0,units,2024-01-01,2024-09-30,NOR,YTD,320PROPINS,469,False,12.09
169118,88737,BANK 2019-BNK16,1855782,43-1,0.71,2024-12-31,90.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,63,False,1406.36
53143,427710,CGCMT 2016-C1,304101587,28-1,1,2023-09-30,67149.0,sf,2024-01-01,2024-09-30,NOR,YTD,330UTILITI,67149,False,1.04
318621,548324,CGCMT 2023-PRM3,11158352,A-1-31,0.9137,2024-09-30,465.0,units,2024-01-01,2024-09-30,NOR,YTD,330UTILITI,424,False,16.88
148674,391118,CGCMT 2018-B2,30299262,5-A-3-27,0.9,2023-12-31,415,units,2023-01-01,2023-12-31,NOR,AN,010GROSRNT,373,False,2452.36
148674,369649,CGCMT 2018-B2,30299262,5-A-3-15,0.84,2023-12-31,585,units,2023-01-01,2023-12-31,NOR,AN,380PAYROLL,491,False,162.43
148674,183294,CGCMT 2018-B2,30299262,5-A-3-5,0.96,2024-06-30,513,units,2023-07-01,2024-06-30,NOR,TR,020VACANCY,492,False,-59.35
159632,171230,CGCMT 2015-GC35,30310232,28-1,0.8,2024-06-30,28135,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,22508,False,2.19
4883,292189,BACM 2017-BNK3,310937754,16-1,1,2023-06-30,80662.0,sf,2024-01-01,2024-12-31,NOR,AN,490LEASING,80662,False,0.85
131568,404649,FREMF 2020-KJ30,499492323,52-1,0.94,2024-12-31,598.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,562,False,396.67
145275,34260,MSBAM 2016-C31,302691179,38-1,0.9768,2024-03-31,52189.0,sf,2024-01-01,2024-12-31,NOR,AN,510CAPEX,50978,False,0.20
318398,547597,BMARK 2023-B38,30321669,17-1,0.99,2023-09-30,136614.0,sf,2023-01-01,2023-09-30,NOR,YTD,410GENERAL,135247,False,0.23
209967,283357,JPMBB 2015-C32,203281002,5-65,0.9293,2024-12-31,197.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,183,False,18.14
47790,37878,BANK 2019-BNK22,453012193,14-4,0.9896,2024-12-31,171621,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,169836,False,0.11
80467,325087,CSAIL 2017-CX10,10181312,2-6,1,2023-03-31,320680.0,sf,2023-10-01,2024-09-30,NOR,TR,310RETAXES,320680,False,0.43
28207,340777,CGCMT 2019-C7,28002333,8-1,0.6198,2023-12-31,345,units,2023-01-01,2023-12-31,NOR,AN,060ROOMREV,213,False,73275.53
134105,348829,JPMBB 2016-C1,883100562,6-16,0.8937,2024-12-31,118.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,105,False,332.54
126043,127514,FREMF 2016-K152,10106523,41-1,0.933,2024-12-31,224.0,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,208,False,10943.79
148674,324211,CGCMT 2018-B2,30299262,5-A-3-33,0.94,2024-06-30,282,units,2023-07-01,2024-06-30,NOR,TR,410GENERAL,265,False,109.93
318621,548314,CGCMT 2023-PRM3,11158352,A-1-22,0.9575,2024-09-30,530.0,units,2024-01-01,2024-09-30,NOR,YTD,320PROPINS,507,False,19.88
413392,753301,ARCLO 2021-FL4,369965,80-1,,,114,units,2024-01-01,2024-12-31,NOR,TR,160OTHERIN,114,True,2918.81
134707,257864,FSRIALTO 2022-FL8,300572347,13-1,0.7257,2024-12-31,303,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,219,False,2114.29
415267,756868,HGI 2021-FL1,11259485,44-1,0.9546,2024-12-31,88.0,units,2024-01-01,2024-12-31,NOR,AN,520EXCAPEX,84,False,0.00
209967,106973,JPMBB 2015-C32,203281002,5-25,0.9704,2024-12-31,192.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,186,False,163.00
184485,401900,FRESB 2017-SB40,932585027,83-1,0.91,2023-12-31,11.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,10,False,972.82
190300,268097,CGCMT 2019-C7,300572046,15-1,0.875,2019-12-19,183570.0,sf,2019-08-21,2019-12-19,NOR,UB,490LEASING,160623,False,0.57
8789,405839,CGCMT 2018-B2,30314128,1-A-1-11,0.9,2022-09-30,602,units,2021-10-01,2022-09-30,NOR,AN,440OTHEREX,541,False,0.00
148674,419813,CGCMT 2018-B2,30299262,5-A-3-28,0.9,2023-12-31,612,units,2023-01-01,2023-12-31,NOR,AN,160OTHERIN,550,False,320.53
61872,307586,FREMF 2017-K66,10177457,1-18,0.8766,2024-12-31,154.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,134,False,2278.69
386448,633889,FRETE 2023-ML17,503655570,12-1,0.946,2024-12-31,55.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,52,False,63.04
196751,145415,BANK 2019-BNK23,453012260,17-3,0.9719,2024-09-30,331533,sf,2024-01-01,2024-12-31,NOR,AN,400PROFESS,322216,False,0.04
149811,32017,BXMT 2021-FL4,30319556,20-1,0.9,2023-12-31,184.0,units,2023-10-01,2024-09-30,NOR,TR,380PAYROLL,165,False,3369.04
409364,736335,FREMF2023K754,30322079,4-1,0.92,2024-09-30,323,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,297,False,-2438.96
46528,351486,BX 2021-RISE,10231703,HRR-3,0.9745,2024-09-30,510.0,units,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,496,False,918.18
318211,547068,ACREC 2023-FL2,330182394,3,0.89,2024-09-30,231.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,205,False,2510.68
48120,129423,CGCMT 2016-C1,407000624,2-16,0.7322,2021-12-31,56583,sf,2021-01-01,2021-12-31,NOR,AN,030BASERNT,41430,False,6.55
198053,324284,FREMF 2022-KF131,326241142,42-1,0.977,2024-12-31,85.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,83,False,189.80
10768,107213,FREMF 2022-K137,10232705,31-1,0.9326,2024-12-31,89.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,83,False,1570.82
172327,68499,FREMF 2020-KL06,10219639,D-FX-2,0.9321,2024-09-30,280,units,2024-01-01,2024-09-30,NOR,YTD,410GENERAL,260,False,409.44
415664,757491,RCMT 2021-FL7,10231292,3-1,0.9333,2024-12-31,165,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,153,False,2143.73
103269,348828,BMARK 2019-B12,30503286,19-1,0.99,2024-12-31,94820.0,sf,2024-01-01,2024-12-31,NOR,AN,350JANITOR,93871,False,0.06
8789,50476,CGCMT 2018-B2,30314128,1-A-1-9,0.95,2022-09-30,736,units,2021-10-01,2022-09-30,NOR,AN,010GROSRNT,699,False,2713.23
56723,324312,FRESB 2018-SB56,503994839,85-1,0.852,2024-12-31,54.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,46,False,706.52
8789,297833,CGCMT 2018-B2,30314128,1-A-1-5,0.95,2022-09-30,915,units,2021-10-01,2022-09-30,NOR,AN,440OTHEREX,869,False,0.00
148674,152708,CGCMT 2018-B2,30299262,5-A-3-10,0.96,2024-06-30,587,units,2023-07-01,2024-06-30,NOR,TR,310RETAXES,563,False,195.47
209967,112341,JPMBB 2015-C32,203281002,5-29,0.8824,2024-12-31,346.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,305,False,208.48
202422,11806,FREMF 2016-KW01,306010044,44-1,0.946,2024-12-31,148.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,140,False,1396.17
319559,549527,FRETE 2023-ML15,534345719,13-1,0.929,2024-12-31,156.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,144,False,2712.62
105510,47715,MSBAM 2016-C29,300801457,14-1,0.81,2024-12-31,974.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,788,False,153.67
189384,237746,CGCMT 2019-GC43,322660009,9-8,1,2023-09-30,155799.0,sf,2024-01-01,2024-09-30,NOR,YTD,040EXPREMB,155799,False,0.78
132166,108349,CD 2018-CD7,10193192,37-1,1,2023-06-30,38877,sf,2024-01-01,2024-12-31,NOR,AN,400PROFESS,38877,False,0.16
190300,268097,CGCMT 2019-C7,300572046,15-1,0.9193,2022-12-31,183570.0,sf,2022-01-01,2022-12-31,NOR,AN,350JANITOR,168755,False,0.42
214603,168859,WFCM 2017-C40,883100766,15-1,0.9968,2024-12-31,144285.0,sf,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,143823,False,0.33
148674,235867,CGCMT 2018-B2,30299262,5-A-3-8,0.93,2024-06-30,537,units,2023-07-01,2024-06-30,NOR,TR,400PROFESS,499,False,0.07
129625,305512,MSBAM 2015-C27,1544803,4-103,0.959,2024-12-31,181.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,173,False,147.87
210946,380950,FRESB 2019-SB68,503098078,82-1,0.85,2024-12-31,48.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,40,False,89.92
8789,35011,CGCMT 2018-B2,30314128,1-A-1-3,0.95,2022-09-30,914,units,2021-10-01,2022-09-30,NOR,AN,320PROPINS,868,False,52.15
129625,312245,MSBAM 2015-C27,1544803,4-75,0.8723,2024-12-31,246,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,214,False,1881.07
113781,253461,CGCMT 2019-C7,28002330,45-1,1,2022-09-30,63548.0,sf,2022-01-01,2022-12-31,NOR,AN,310RETAXES,63548,False,1.57
209967,299346,JPMBB 2015-C32,203281002,5-84,0.951,2024-12-31,192.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,182,False,120.26
98588,397753,BANK 2018-BNK14,320491129,29-1,0.9374,2024-12-31,208127,sf,2024-01-01,2024-12-31,NOR,AN,310RETAXES,195098,False,3.07
189384,271573,CGCMT 2019-GC43,322660009,9-19,1,2023-09-30,151693.0,sf,2023-01-01,2023-12-31,NOR,AN,410GENERAL,151693,False,0.04
124376,240982,WFCM 2020-C56,310954668,8-1,0.7743,2024-12-31,350.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,271,False,42.09
80467,198300,CSAIL 2017-CX10,10181312,2-12,1,2023-03-31,113053.0,sf,2023-10-01,2024-09-30,NOR,TR,370MANAGEM,113053,False,0.15
68913,275030,CGCMT 2018-B2,30314146,12-A-2-1,0.0,2022-12-31,315589.0,sf,2022-01-01,2022-12-31,NOR,AN,160OTHERIN,315589.0,True,1.46
66082,408800,FREMF 2021-KJ34,508148987,48-1,0.921,2024-12-31,202.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,186,False,279.11
209967,339813,JPMBB 2015-C32,203281002,5-30,0.9483,2024-12-31,187.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,177,False,189.82
8789,65987,CGCMT 2018-B2,30314128,1-A-1-22,0.96,2022-09-30,470,units,2021-10-01,2022-09-30,NOR,AN,390MARKETI,451,False,33.84
148674,240921,CGCMT 2018-B2,30299262,5-A-3-29,0.89,2023-12-31,373,units,2023-01-01,2023-12-31,NOR,AN,320PROPINS,331,False,24.34
148674,369649,CGCMT 2018-B2,30299262,5-A-3-15,0.96,2024-06-30,585,units,2023-07-01,2024-06-30,NOR,TR,010GROSRNT,561,False,1832.17
99557,55743,FREMF 2021-K125,30319251,44-1,0.92,2024-09-25,84,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,77,False,17608.90
56954,244047,FREMF 2019-K101,10208194,8-1,0.925,2024-12-31,400.0,units,2024-01-01,2024-12-31,NOR,AN,150PARKING,370,False,49.78
46528,203338,BX 2021-RISE,10231703,HRR-4,0.9568,2024-09-30,440.0,units,2023-10-01,2024-09-30,NOR,TR,310RETAXES,420,False,500.73
148674,419813,CGCMT 2018-B2,30299262,5-A-3-28,0.9,2023-12-31,612,units,2023-01-01,2023-12-31,NOR,AN,370MANAGEM,550,False,167.00
65289,160226,FRESB 2019-SB62,503006084,143-1,0.9,2024-12-31,62.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,55,False,918.56
109847,28116,MSBAM 2015-C21,10096318,8-1,0.9572,2024-09-30,1135.0,units,2024-01-01,2024-09-30,NOR,YTD,340REPAIRS,1086,False,114.22
8789,232596,CGCMT 2018-B2,30314128,1-A-1-1,0.88,2023-12-31,1644,units,2023-01-01,2023-12-31,NOR,AN,440OTHEREX,1446,False,0.00
148674,150747,CGCMT 2018-B2,30299262,5-A-3-13,0.91,2023-12-31,709,units,2023-01-01,2023-12-31,NOR,AN,160OTHERIN,645,False,320.29
209967,229932,JPMBB 2015-C32,203281002,5-35,0.8919,2024-12-31,276.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,246,False,193.19
415722,757566,RCMT 2022-FL8,10234144,8-1,0.8579,2024-12-31,197.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,169,False,537.73
148674,315752,CGCMT 2018-B2,30299262,5-A-3-30,0.89,2023-12-31,349,units,2023-01-01,2023-12-31,NOR,AN,310RETAXES,310,False,188.81
189384,98598,CGCMT 2019-GC43,322660009,9-1,1,2022-09-30,345009.0,sf,2022-01-01,2022-12-31,NOR,AN,030BASERNT,345009,False,4.05
68251,161410,BMARK 2019-B9,321371015,15-3,0.7384,2024-09-30,768.0,units,2024-01-01,2024-09-30,NOR,YTD,030BASERNT,567,False,1414.55
319531,549499,FRETE 2022-ML14,501995609,7-1,0.994,2024-12-31,154.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,153,False,1173.68
18015,276253,CSAIL 2018-C14,333100172,5-1,1,2023-06-30,280172.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,280172,False,54.04
148674,402308,CGCMT 2018-B2,30299262,5-A-3-17,0.94,2023-12-31,629,units,2023-01-01,2023-12-31,NOR,AN,390MARKETI,591,False,40.25
148674,391118,CGCMT 2018-B2,30299262,5-A-3-27,0.9,2023-12-31,415,units,2023-01-01,2023-12-31,NOR,AN,340REPAIRS,373,False,55.75
148674,240921,CGCMT 2018-B2,30299262,5-A-3-29,0.95,2024-06-30,373,units,2023-07-01,2024-06-30,NOR,TR,440OTHEREX,354,False,0.00
180101,254359,BBCMS 2021-C11,883101156,24-1,0.9671,2024-12-31,107793.0,sf,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,104246,False,0.61
74724,38539,BMARK 2019-B12,30503150,42-1,0.96,2024-12-31,54480.0,sf,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,52300,False,0.74
129625,285610,MSBAM 2015-C27,1544803,4-32,0.8903,2024-12-31,470.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,418,False,160.30
188745,389918,FREMF 2020-KS14,820118472,14-1,0.8134,2024-12-31,134.0,units,2024-01-01,2024-12-31,NOR,AN,430MEALS,108,False,7592.21
20832,384169,CGCMT 2019-C7,695101221,33-1,0.954,2024-06-30,32603.0,sf,2024-01-01,2024-12-31,NOR,AN,330UTILITI,31103,False,0.80
109847,192966,MSBAM 2015-C21,10096318,8-6,0.9626,2024-09-30,387.0,units,2024-01-01,2024-09-30,NOR,YTD,310RETAXES,372,False,201.75
189384,254724,CGCMT 2019-GC43,322660009,9-23,1,2023-09-30,70867.0,sf,2024-01-01,2024-09-30,NOR,YTD,400PROFESS,70867,False,0.04
148674,62224,CGCMT 2018-B2,30299262,5-A-3-25,0.96,2024-06-30,516,units,2023-07-01,2024-06-30,NOR,TR,410GENERAL,495,False,81.43
80613,269338,FREMF 2022-K137,10232682,6-1,0.9075,2024-12-31,292.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,264,False,1199.71
48120,366572,CGCMT 2016-C1,407000624,2-54,1,2020-12-31,50400,sf,2023-01-01,2023-12-31,NOR,AN,030BASERNT,50400,False,1.39
209967,305797,JPMBB 2015-C32,203281002,5-9,0.9235,2024-12-31,697.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,643,False,87.95
189384,141162,CGCMT 2019-GC43,322660009,9-28,1,2023-09-30,25576.0,sf,2023-01-01,2023-12-31,NOR,AN,030BASERNT,25576,False,7.69
97489,295838,BANK 2019-BNK22,1958646,15-1,1,2023-06-30,15120,sf,2024-01-01,2024-12-31,NOR,AN,490LEASING,15120,False,0.35
48120,70495,CGCMT 2016-C1,407000624,2-7,1,2020-12-31,136654,sf,2021-01-01,2021-12-31,NOR,AN,030BASERNT,136654,False,3.21
94054,238216,BANK 2020-BNK26,310952681,27-1,1,2023-06-30,151816.0,sf,2024-01-01,2024-12-31,NOR,AN,040EXPREMB,151816,False,2.07
113781,253461,CGCMT 2019-C7,28002330,45-1,1,2023-04-25,63548.0,sf,2024-01-01,2024-06-30,NOR,YTD,380PAYROLL,63548,False,0.33
